nursery,station,year,month,mean_max_temp
ellenby tree farm,9053,2013,10,24.8
ellenby tree farm,9053,2013,11,30.6
ellenby tree farm,9053,2013,12,32.8
ellenby tree farm,9053,2014,1,34.5
ellenby tree farm,9053,2014,2,35
ellenby tree farm,9053,2014,3,32.1
ellenby tree farm,9053,2014,4,27.8
ellenby tree farm,9053,2014,5,21.8
ellenby tree farm,9053,2014,6,19.3
ellenby tree farm,9053,2014,7,18.3
ellenby tree farm,9053,2014,8,21.5
ellenby tree farm,9053,2014,9,22.2
ellenby tree farm,9053,2014,10,25.4
ellenby tree farm,9053,2014,11,28.2
ellenby tree farm,9053,2014,12,31.1
ellenby tree farm,9053,2015,1,35.4
ellenby tree farm,9053,2015,2,34.7
ellenby tree farm,9053,2015,3,30.9
ellenby tree farm,9053,2015,4,26.1
ellenby tree farm,9053,2015,5,21.8
ellenby tree farm,9053,2015,6,21.2
ellenby tree farm,9053,2015,7,18.9
ellenby tree farm,9053,2015,8,19.3
ellenby tree farm,9053,2015,9,22.7
ellenby tree farm,9053,2015,10,28.4
ellenby tree farm,9053,2015,11,30.7
ellenby tree farm,9053,2015,12,31.5
ellenby tree farm,9053,2016,1,33.9
ellenby tree farm,9053,2016,2,34.3
ellenby tree farm,9053,2016,3,31.1
ellenby tree farm,9053,2016,4,25.1
ellenby tree farm,9053,2016,5,20.8
ellenby tree farm,9053,2016,6,18.3
ellenby tree farm,9053,2016,7,17.6
ellenby tree farm,9053,2016,8,17.5
ellenby tree farm,9053,2016,9,18.6
ellenby tree farm,9053,2016,10,22.4
adelaide advanced ,23887,2010,1,27
adelaide advanced ,23887,2010,2,27
adelaide advanced ,23887,2010,3,24.3
adelaide advanced ,23887,2010,4,20.3
adelaide advanced ,23887,2010,5,16.5
adelaide advanced ,23887,2010,6,12.6
adelaide advanced ,23887,2010,7,12.4
adelaide advanced ,23887,2010,8,11.9
adelaide advanced ,23887,2010,9,13.1
adelaide advanced ,23887,2010,10,18.1
adelaide advanced ,23887,2010,11,20.2
adelaide advanced ,23887,2010,12,22.7
adelaide advanced ,23887,2011,1,25.4
adelaide advanced ,23887,2011,2,24.4
adelaide advanced ,23887,2011,3,20.4
adelaide advanced ,23887,2011,4,19.1
adelaide advanced ,23887,2011,5,14.6
adelaide advanced ,23887,2011,6,13.1
adelaide advanced ,23887,2011,7,12.4
adelaide advanced ,23887,2011,8,14.7
adelaide advanced ,23887,2011,9,17.5
adelaide advanced ,23887,2011,10,17.9
adelaide advanced ,23887,2011,11,22.5
adelaide advanced ,23887,2011,12,23.9
adelaide advanced ,23887,2012,1,26.2
adelaide advanced ,23887,2012,2,24.3
adelaide advanced ,23887,2012,3,22.6
adelaide advanced ,23887,2012,4,20.9
adelaide advanced ,23887,2012,5,14.8
adelaide advanced ,23887,2012,6,12.1
adelaide advanced ,23887,2012,7,12.1
adelaide advanced ,23887,2012,8,12.7
adelaide advanced ,23887,2012,9,16.3
adelaide advanced ,23887,2012,10,19.5
adelaide advanced ,23887,2012,11,23.1
adelaide advanced ,23887,2012,12,24.2
adelaide advanced ,23887,2013,1,26.3
adelaide advanced ,23887,2013,2,26.7
adelaide advanced ,23887,2013,3,25.3
adelaide advanced ,23887,2013,4,20.1
adelaide advanced ,23887,2013,5,17.8
adelaide advanced ,23887,2013,6,13.4
adelaide advanced ,23887,2013,7,13
adelaide advanced ,23887,2013,8,14.1
adelaide advanced ,23887,2013,9,19
adelaide advanced ,23887,2013,10,18.6
adelaide advanced ,23887,2013,11,20.2
adelaide advanced ,23887,2013,12,24.5
adelaide advanced ,23887,2014,1,27.4
adelaide advanced ,23887,2014,2,25.5
adelaide advanced ,23887,2014,3,23.3
adelaide advanced ,23887,2014,4,19.4
adelaide advanced ,23887,2014,5,17.7
adelaide advanced ,23887,2014,6,13.2
adelaide advanced ,23887,2014,7,12.2
adelaide advanced ,23887,2014,8,14.1
adelaide advanced ,23887,2014,9,17.3
adelaide advanced ,23887,2014,10,22.5
adelaide advanced ,23887,2014,11,23.1
adelaide advanced ,23887,2014,12,23.2
adelaide advanced ,23887,2015,1,24.5
adelaide advanced ,23887,2015,2,28
adelaide advanced ,23887,2015,3,22
adelaide advanced ,23887,2015,4,16.7
adelaide advanced ,23887,2015,5,15
adelaide advanced ,23887,2015,6,13.1
adelaide advanced ,23887,2015,7,11.4
adelaide advanced ,23887,2015,8,12.4
adelaide advanced ,23887,2015,9,15.5
adelaide advanced ,23887,2015,10,22.9
adelaide advanced ,23887,2015,11,23
adelaide advanced ,23887,2015,12,28.2
adelaide advanced ,23887,2016,1,26.6
adelaide advanced ,23887,2016,2,24.6
adelaide advanced ,23887,2016,3,24.3
adelaide advanced ,23887,2016,4,21.1
adelaide advanced ,23887,2016,5,16.5
adelaide advanced ,23887,2016,6,13
adelaide advanced ,23887,2016,7,12.1
adelaide advanced ,23887,2016,8,14.4
adelaide advanced ,23887,2016,9,13.9
adelaide advanced ,23887,2016,10,17.6
heynes,23083,2010,1,31.6
heynes,23083,2010,2,31.6
heynes,23083,2010,3,28.3
heynes,23083,2010,4,24.4
heynes,23083,2010,5,19.8
heynes,23083,2010,6,15.8
heynes,23083,2010,7,15.3
heynes,23083,2010,8,15
heynes,23083,2010,9,16.5
heynes,23083,2010,10,21.7
heynes,23083,2010,11,24.9
heynes,23083,2010,12,27
heynes,23083,2011,1,30.8
heynes,23083,2011,2,29.2
heynes,23083,2011,3,24.1
heynes,23083,2011,4,23.1
heynes,23083,2011,5,18.3
heynes,23083,2011,6,16.4
heynes,23083,2011,7,15.4
heynes,23083,2011,8,17.6
heynes,23083,2011,9,21.1
heynes,23083,2011,10,22.3
heynes,23083,2011,11,27.2
heynes,23083,2011,12,28.3
heynes,23083,2012,1,31.6
heynes,23083,2012,2,28.5
heynes,23083,2012,3,26.2
heynes,23083,2012,4,24.6
heynes,23083,2012,5,18.6
heynes,23083,2012,6,15.5
heynes,23083,2012,7,15.3
heynes,23083,2012,8,15.9
heynes,23083,2012,9,20.1
heynes,23083,2012,10,23.6
heynes,23083,2012,11,28.2
heynes,23083,2012,12,28.6
heynes,23083,2013,1,30.4
heynes,23083,2013,2,31
heynes,23083,2013,3,28.6
heynes,23083,2013,4,23.9
heynes,23083,2013,5,20.7
heynes,23083,2013,6,16.1
heynes,23083,2013,7,16
heynes,23083,2013,8,17
heynes,23083,2013,9,21.9
heynes,23083,2013,10,23.1
heynes,23083,2013,11,26
heynes,23083,2013,12,28.6
heynes,23083,2014,1,32.7
heynes,23083,2014,2,30
heynes,23083,2014,3,27.4
heynes,23083,2014,4,23.4
heynes,23083,2014,5,20.7
heynes,23083,2014,6,16.3
heynes,23083,2014,7,15.2
heynes,23083,2014,8,17.1
heynes,23083,2014,9,21.1
heynes,23083,2014,10,26.4
heynes,23083,2014,11,27.1
heynes,23083,2014,12,27.1
heynes,23083,2015,1,28.8
heynes,23083,2015,2,32.9
heynes,23083,2015,3,25.5
heynes,23083,2015,4,20.6
heynes,23083,2015,5,18.3
heynes,23083,2015,6,16
heynes,23083,2015,7,14.9
heynes,23083,2015,8,15.7
heynes,23083,2015,9,19.1
heynes,23083,2015,10,27.6
heynes,23083,2015,11,27.5
heynes,23083,2015,12,32.4
heynes,23083,2016,1,31.5
heynes,23083,2016,2,29.6
heynes,23083,2016,3,28.5
heynes,23083,2016,4,25
heynes,23083,2016,5,20
heynes,23083,2016,6,15.9
heynes,23083,2016,7,15
heynes,23083,2016,8,17.2
heynes,23083,2016,9,17.1
heynes,23083,2016,10,20.5
manor,23733,2010,1,30.2
manor,23733,2010,2,30.6
manor,23733,2010,3,27.4
manor,23733,2010,4,22.7
manor,23733,2010,5,18.2
manor,23733,2010,6,14.5
manor,23733,2010,7,13.8
manor,23733,2010,8,13.2
manor,23733,2010,9,15.1
manor,23733,2010,10,20
manor,23733,2010,11,22.4
manor,23733,2010,12,24.6
manor,23733,2011,1,28.3
manor,23733,2011,2,27
manor,23733,2011,3,20.9
manor,23733,2011,4,19.6
manor,23733,2011,5,15.1
manor,23733,2011,6,13.9
manor,23733,2011,7,13.2
manor,23733,2011,8,15.5
manor,23733,2011,9,18.1
manor,23733,2011,10,19.3
manor,23733,2011,11,24.4
manor,23733,2011,12,25.7
manor,23733,2012,1,27.9
manor,23733,2012,2,25.8
manor,23733,2012,3,23.4
manor,23733,2012,4,21.7
manor,23733,2012,5,15.5
manor,23733,2012,6,12.5
manor,23733,2012,7,13
manor,23733,2012,8,13.2
manor,23733,2012,9,17.4
manor,23733,2012,10,20.7
manor,23733,2012,11,24.8
manor,23733,2012,12,26.1
manor,23733,2013,1,28
manor,23733,2013,2,28.4
manor,23733,2013,3,26.2
manor,23733,2013,4,21
manor,23733,2013,5,18
manor,23733,2013,6,13.8
manor,23733,2013,7,13.5
manor,23733,2013,8,14.9
manor,23733,2013,9,19.8
manor,23733,2013,10,19.8
manor,23733,2013,11,21.6
manor,23733,2013,12,26
manor,23733,2014,1,29.5
manor,23733,2014,2,27
manor,23733,2014,3,24.7
manor,23733,2014,4,20.6
manor,23733,2014,5,19.2
manor,23733,2014,6,14.5
manor,23733,2014,7,13.4
manor,23733,2014,8,16.1
manor,23733,2014,9,19.1
manor,23733,2014,10,24.4
manor,23733,2014,11,25.2
manor,23733,2014,12,25.3
manor,23733,2015,1,25.8
manor,23733,2015,2,29.8
manor,23733,2015,3,24.3
manor,23733,2015,4,18.5
manor,23733,2015,5,16.7
manor,23733,2015,6,14.1
manor,23733,2015,7,13
manor,23733,2015,8,14.4
manor,23733,2015,9,18.2
manor,23733,2015,10,25.5
manor,23733,2015,11,25.8
manor,23733,2015,12,30.5
manor,23733,2016,1,29.1
manor,23733,2016,2,26.6
manor,23733,2016,3,27
manor,23733,2016,4,23
manor,23733,2016,5,18.2
manor,23733,2016,6,14.4
manor,23733,2016,7,13.8
manor,23733,2016,8,16.1
manor,23733,2016,9,15.7
manor,23733,2016,10,19.4
cleveland,23733,2010,1,30.2
cleveland,23733,2010,2,30.6
cleveland,23733,2010,3,27.4
cleveland,23733,2010,4,22.7
cleveland,23733,2010,5,18.2
cleveland,23733,2010,6,14.5
cleveland,23733,2010,7,13.8
cleveland,23733,2010,8,13.2
cleveland,23733,2010,9,15.1
cleveland,23733,2010,10,20
cleveland,23733,2010,11,22.4
cleveland,23733,2010,12,24.6
cleveland,23733,2011,1,28.3
cleveland,23733,2011,2,27
cleveland,23733,2011,3,20.9
cleveland,23733,2011,4,19.6
cleveland,23733,2011,5,15.1
cleveland,23733,2011,6,13.9
cleveland,23733,2011,7,13.2
cleveland,23733,2011,8,15.5
cleveland,23733,2011,9,18.1
cleveland,23733,2011,10,19.3
cleveland,23733,2011,11,24.4
cleveland,23733,2011,12,25.7
cleveland,23733,2012,1,27.9
cleveland,23733,2012,2,25.8
cleveland,23733,2012,3,23.4
cleveland,23733,2012,4,21.7
cleveland,23733,2012,5,15.5
cleveland,23733,2012,6,12.5
cleveland,23733,2012,7,13
cleveland,23733,2012,8,13.2
cleveland,23733,2012,9,17.4
cleveland,23733,2012,10,20.7
cleveland,23733,2012,11,24.8
cleveland,23733,2012,12,26.1
cleveland,23733,2013,1,28
cleveland,23733,2013,2,28.4
cleveland,23733,2013,3,26.2
cleveland,23733,2013,4,21
cleveland,23733,2013,5,18
cleveland,23733,2013,6,13.8
cleveland,23733,2013,7,13.5
cleveland,23733,2013,8,14.9
cleveland,23733,2013,9,19.8
cleveland,23733,2013,10,19.8
cleveland,23733,2013,11,21.6
cleveland,23733,2013,12,26
cleveland,23733,2014,1,29.5
cleveland,23733,2014,2,27
cleveland,23733,2014,3,24.7
cleveland,23733,2014,4,20.6
cleveland,23733,2014,5,19.2
cleveland,23733,2014,6,14.5
cleveland,23733,2014,7,13.4
cleveland,23733,2014,8,16.1
cleveland,23733,2014,9,19.1
cleveland,23733,2014,10,24.4
cleveland,23733,2014,11,25.2
cleveland,23733,2014,12,25.3
cleveland,23733,2015,1,25.8
cleveland,23733,2015,2,29.8
cleveland,23733,2015,3,24.3
cleveland,23733,2015,4,18.5
cleveland,23733,2015,5,16.7
cleveland,23733,2015,6,14.1
cleveland,23733,2015,7,13
cleveland,23733,2015,8,14.4
cleveland,23733,2015,9,18.2
cleveland,23733,2015,10,25.5
cleveland,23733,2015,11,25.8
cleveland,23733,2015,12,30.5
cleveland,23733,2016,1,29.1
cleveland,23733,2016,2,26.6
cleveland,23733,2016,3,27
cleveland,23733,2016,4,23
cleveland,23733,2016,5,18.2
cleveland,23733,2016,6,14.4
cleveland,23733,2016,7,13.8
cleveland,23733,2016,8,16.1
cleveland,23733,2016,9,15.7
cleveland,23733,2016,10,19.4
freshford,23878,2010,1,29.1
freshford,23878,2010,2,28.7
freshford,23878,2010,3,25
freshford,23878,2010,4,20.4
freshford,23878,2010,5,15.5
freshford,23878,2010,6,11.6
freshford,23878,2010,7,11
freshford,23878,2010,8,10.6
freshford,23878,2010,9,12.3
freshford,23878,2010,10,17.7
freshford,23878,2010,11,21.4
freshford,23878,2010,12,23.4
freshford,23878,2011,1,28.2
freshford,23878,2011,2,26
freshford,23878,2011,3,20.2
freshford,23878,2011,4,18.3
freshford,23878,2011,5,13.6
freshford,23878,2011,6,12
freshford,23878,2011,7,11.2
freshford,23878,2011,8,13.7
freshford,23878,2011,9,16.4
freshford,23878,2011,10,17.8
freshford,23878,2011,11,23.5
freshford,23878,2011,12,24.7
freshford,23878,2012,1,27.1
freshford,23878,2012,2,25.3
freshford,23878,2012,3,22.8
freshford,23878,2012,4,20.8
freshford,23878,2012,5,14.4
freshford,23878,2012,6,10.8
freshford,23878,2012,7,11
freshford,23878,2012,8,11.5
freshford,23878,2012,9,15.5
freshford,23878,2012,10,19.6
freshford,23878,2012,11,24.6
freshford,23878,2012,12,26.1
freshford,23878,2013,1,27.9
freshford,23878,2013,2,28
freshford,23878,2013,3,25.2
freshford,23878,2013,4,20.2
freshford,23878,2013,5,16.5
freshford,23878,2013,6,11.9
freshford,23878,2013,7,11.7
freshford,23878,2013,8,12.7
freshford,23878,2013,9,17.9
freshford,23878,2013,10,18.4
freshford,23878,2013,11,21.7
freshford,23878,2013,12,26.2
freshford,23878,2014,1,30
freshford,23878,2014,2,26.9
freshford,23878,2014,3,23.4
freshford,23878,2014,4,18.7
freshford,23878,2014,5,16.5
freshford,23878,2014,6,11.7
freshford,23878,2014,7,10.6
freshford,23878,2014,8,13.2
freshford,23878,2014,9,16.2
freshford,23878,2014,10,22.3
freshford,23878,2014,11,24.2
freshford,23878,2014,12,24.6
freshford,23878,2015,1,25
freshford,23878,2015,2,29.6
freshford,23878,2015,3,22.6
freshford,23878,2015,4,16.5
freshford,23878,2015,5,13.8
freshford,23878,2015,6,11.7
freshford,23878,2015,7,10.2
freshford,23878,2015,8,11.2
freshford,23878,2015,9,14.7
freshford,23878,2015,10,23.8
freshford,23878,2015,11,24.3
freshford,23878,2015,12,29.1
freshford,23878,2016,1,28
freshford,23878,2016,2,26.8
freshford,23878,2016,3,25.4
freshford,23878,2016,4,21.1
freshford,23878,2016,5,15.4
freshford,23878,2016,6,11.5
freshford,23878,2016,7,10.7
freshford,23878,2016,8,13
freshford,23878,2016,9,12.8
freshford,23878,2016,10,16.8
adelaide tree farm,23733,2010,1,30.2
adelaide tree farm,23733,2010,2,30.6
adelaide tree farm,23733,2010,3,27.4
adelaide tree farm,23733,2010,4,22.7
adelaide tree farm,23733,2010,5,18.2
adelaide tree farm,23733,2010,6,14.5
adelaide tree farm,23733,2010,7,13.8
adelaide tree farm,23733,2010,8,13.2
adelaide tree farm,23733,2010,9,15.1
adelaide tree farm,23733,2010,10,20
adelaide tree farm,23733,2010,11,22.4
adelaide tree farm,23733,2010,12,24.6
adelaide tree farm,23733,2011,1,28.3
adelaide tree farm,23733,2011,2,27
adelaide tree farm,23733,2011,3,20.9
adelaide tree farm,23733,2011,4,19.6
adelaide tree farm,23733,2011,5,15.1
adelaide tree farm,23733,2011,6,13.9
adelaide tree farm,23733,2011,7,13.2
adelaide tree farm,23733,2011,8,15.5
adelaide tree farm,23733,2011,9,18.1
adelaide tree farm,23733,2011,10,19.3
adelaide tree farm,23733,2011,11,24.4
adelaide tree farm,23733,2011,12,25.7
adelaide tree farm,23733,2012,1,27.9
adelaide tree farm,23733,2012,2,25.8
adelaide tree farm,23733,2012,3,23.4
adelaide tree farm,23733,2012,4,21.7
adelaide tree farm,23733,2012,5,15.5
adelaide tree farm,23733,2012,6,12.5
adelaide tree farm,23733,2012,7,13
adelaide tree farm,23733,2012,8,13.2
adelaide tree farm,23733,2012,9,17.4
adelaide tree farm,23733,2012,10,20.7
adelaide tree farm,23733,2012,11,24.8
adelaide tree farm,23733,2012,12,26.1
adelaide tree farm,23733,2013,1,28
adelaide tree farm,23733,2013,2,28.4
adelaide tree farm,23733,2013,3,26.2
adelaide tree farm,23733,2013,4,21
adelaide tree farm,23733,2013,5,18
adelaide tree farm,23733,2013,6,13.8
adelaide tree farm,23733,2013,7,13.5
adelaide tree farm,23733,2013,8,14.9
adelaide tree farm,23733,2013,9,19.8
adelaide tree farm,23733,2013,10,19.8
adelaide tree farm,23733,2013,11,21.6
adelaide tree farm,23733,2013,12,26
adelaide tree farm,23733,2014,1,29.5
adelaide tree farm,23733,2014,2,27
adelaide tree farm,23733,2014,3,24.7
adelaide tree farm,23733,2014,4,20.6
adelaide tree farm,23733,2014,5,19.2
adelaide tree farm,23733,2014,6,14.5
adelaide tree farm,23733,2014,7,13.4
adelaide tree farm,23733,2014,8,16.1
adelaide tree farm,23733,2014,9,19.1
adelaide tree farm,23733,2014,10,24.4
adelaide tree farm,23733,2014,11,25.2
adelaide tree farm,23733,2014,12,25.3
adelaide tree farm,23733,2015,1,25.8
adelaide tree farm,23733,2015,2,29.8
adelaide tree farm,23733,2015,3,24.3
adelaide tree farm,23733,2015,4,18.5
adelaide tree farm,23733,2015,5,16.7
adelaide tree farm,23733,2015,6,14.1
adelaide tree farm,23733,2015,7,13
adelaide tree farm,23733,2015,8,14.4
adelaide tree farm,23733,2015,9,18.2
adelaide tree farm,23733,2015,10,25.5
adelaide tree farm,23733,2015,11,25.8
adelaide tree farm,23733,2015,12,30.5
adelaide tree farm,23733,2016,1,29.1
adelaide tree farm,23733,2016,2,26.6
adelaide tree farm,23733,2016,3,27
adelaide tree farm,23733,2016,4,23
adelaide tree farm,23733,2016,5,18.2
adelaide tree farm,23733,2016,6,14.4
adelaide tree farm,23733,2016,7,13.8
adelaide tree farm,23733,2016,8,16.1
adelaide tree farm,23733,2016,9,15.7
adelaide tree farm,23733,2016,10,19.4
flemings,86372,2010,1,22.4
flemings,86372,2010,2,23.4
flemings,86372,2010,3,21
flemings,86372,2010,4,17
flemings,86372,2010,5,12.6
flemings,86372,2010,6,8.7
flemings,86372,2010,7,8.9
flemings,86372,2010,8,8.3
flemings,86372,2010,9,10.4
flemings,86372,2010,10,15.5
flemings,86372,2010,11,18.1
flemings,86372,2010,12,19.6
flemings,86372,2011,1,22.4
flemings,86372,2011,2,20.6
flemings,86266,2011,3,17.6
flemings,86266,2011,4,16.1
flemings,86266,2011,5,11.1
flemings,86266,2011,6,10.8
flemings,86266,2011,7,9.3
flemings,86266,2011,8,12.6
flemings,86266,2011,9,14.4
flemings,86266,2011,10,16.5
flemings,86266,2011,11,19.9
flemings,86266,2011,12,20.6
flemings,86266,2012,1,23.2
flemings,86266,2012,2,23.3
flemings,86266,2012,3,18.9
flemings,86266,2012,4,17.3
flemings,86266,2012,5,11.8
flemings,86266,2012,6,9.7
flemings,86266,2012,7,9.6
flemings,86266,2012,8,10.1
flemings,86266,2012,9,13.7
flemings,86266,2012,10,16.4
flemings,86266,2012,11,19.5
flemings,86266,2012,12,21.7
flemings,86266,2013,1,25
flemings,86266,2013,2,26.2
flemings,86266,2013,3,23
flemings,86266,2013,4,16.7
flemings,86266,2013,5,13.5
flemings,86266,2013,6,10.7
flemings,86266,2013,7,11.2
flemings,86266,2013,8,11.3
flemings,86266,2013,9,15.4
flemings,86266,2013,10,15
flemings,86266,2013,11,18
flemings,86266,2013,12,21.3
flemings,86266,2014,1,25
flemings,86266,2014,2,25.6
flemings,86266,2014,3,21.8
flemings,86266,2014,4,16.9
flemings,86266,2014,5,14.5
flemings,86266,2014,6,10.7
flemings,86266,2014,7,9.7
flemings,86266,2014,8,11.5
flemings,86266,2014,9,14.6
flemings,86266,2014,10,18.1
flemings,86266,2014,11,19.8
flemings,86266,2014,12,21.1
flemings,86266,2015,1,22.4
flemings,86266,2015,2,24.4
flemings,86266,2015,3,19.2
flemings,86266,2015,4,15.4
flemings,86266,2015,5,12.5
flemings,86266,2015,6,10.3
flemings,86266,2015,7,8.5
flemings,86266,2015,8,9.2
flemings,86266,2015,9,13.6
flemings,86266,2015,10,21.1
flemings,86266,2015,11,19.6
flemings,86266,2015,12,25.6
flemings,86266,2016,1,24
flemings,86266,2016,2,23.2
flemings,86266,2016,3,22.2
flemings,86266,2016,4,18.6
flemings,86266,2016,5,14
flemings,86266,2016,6,10.1
flemings,86266,2016,7,9.7
flemings,86266,2016,8,11.5
flemings,86266,2016,9,12.7
flemings,86266,2016,10,15.1
speciality,86372,2010,1,22.4
speciality,86372,2010,2,23.4
speciality,86372,2010,3,21
speciality,86372,2010,4,17
speciality,86372,2010,5,12.6
speciality,86372,2010,6,8.7
speciality,86372,2010,7,8.9
speciality,86372,2010,8,8.3
speciality,86372,2010,9,10.4
speciality,86372,2010,10,15.5
speciality,86372,2010,11,18.1
speciality,86372,2010,12,19.6
speciality,86372,2011,1,22.4
speciality,86372,2011,2,20.6
speciality,86266,2011,3,17.6
speciality,86266,2011,4,16.1
speciality,86266,2011,5,11.1
speciality,86266,2011,6,10.8
speciality,86266,2011,7,9.3
speciality,86266,2011,8,12.6
speciality,86266,2011,9,14.4
speciality,86266,2011,10,16.5
speciality,86266,2011,11,19.9
speciality,86266,2011,12,20.6
speciality,86266,2012,1,23.2
speciality,86266,2012,2,23.3
speciality,86266,2012,3,18.9
speciality,86266,2012,4,17.3
speciality,86266,2012,5,11.8
speciality,86266,2012,6,9.7
speciality,86266,2012,7,9.6
speciality,86266,2012,8,10.1
speciality,86266,2012,9,13.7
speciality,86266,2012,10,16.4
speciality,86266,2012,11,19.5
speciality,86266,2012,12,21.7
speciality,86266,2013,1,25
speciality,86266,2013,2,26.2
speciality,86266,2013,3,23
speciality,86266,2013,4,16.7
speciality,86266,2013,5,13.5
speciality,86266,2013,6,10.7
speciality,86266,2013,7,11.2
speciality,86266,2013,8,11.3
speciality,86266,2013,9,15.4
speciality,86266,2013,10,15
speciality,86266,2013,11,18
speciality,86266,2013,12,21.3
speciality,86266,2014,1,25
speciality,86266,2014,2,25.6
speciality,86266,2014,3,21.8
speciality,86266,2014,4,16.9
speciality,86266,2014,5,14.5
speciality,86266,2014,6,10.7
speciality,86266,2014,7,9.7
speciality,86266,2014,8,11.5
speciality,86266,2014,9,14.6
speciality,86266,2014,10,18.1
speciality,86266,2014,11,19.8
speciality,86266,2014,12,21.1
speciality,86266,2015,1,22.4
speciality,86266,2015,2,24.4
speciality,86266,2015,3,19.2
speciality,86266,2015,4,15.4
speciality,86266,2015,5,12.5
speciality,86266,2015,6,10.3
speciality,86266,2015,7,8.5
speciality,86266,2015,8,9.2
speciality,86266,2015,9,13.6
speciality,86266,2015,10,21.1
speciality,86266,2015,11,19.6
speciality,86266,2015,12,25.6
speciality,86266,2016,1,24
speciality,86266,2016,2,23.2
speciality,86266,2016,3,22.2
speciality,86266,2016,4,18.6
speciality,86266,2016,5,14
speciality,86266,2016,6,10.1
speciality,86266,2016,7,9.7
speciality,86266,2016,8,11.5
speciality,86266,2016,9,12.7
speciality,86266,2016,10,15.1
pallara,40211,2010,1,31.3
pallara,40211,2010,2,29.9
pallara,40211,2010,3,27.9
pallara,40211,2010,4,27.2
pallara,40211,2010,5,23.5
pallara,40211,2010,6,21.2
pallara,40211,2010,7,21.4
pallara,40211,2010,8,21.8
pallara,40211,2010,9,24.6
pallara,40211,2010,10,24.6
pallara,40211,2010,11,26.4
pallara,40211,2010,12,27.5
pallara,40211,2011,1,29.3
pallara,40211,2011,2,30.3
pallara,40211,2011,3,28.7
pallara,40211,2011,4,25.9
pallara,40211,2011,5,22.8
pallara,40211,2011,6,20.4
pallara,40211,2011,7,21.1
pallara,40211,2011,8,22.6
pallara,40211,2011,9,25.3
pallara,40211,2011,10,25.7
pallara,40211,2011,11,29.6
pallara,40211,2011,12,27.6
pallara,40211,2012,1,29.1
pallara,40211,2012,2,30.2
pallara,40211,2012,3,28.4
pallara,40211,2012,4,26.7
pallara,40211,2012,5,24.2
pallara,40211,2012,6,20.9
pallara,40211,2012,7,21.3
pallara,40211,2012,8,23.6
pallara,40211,2012,9,26.3
pallara,40211,2012,10,28.1
pallara,40211,2012,11,29
pallara,40211,2012,12,30.8
pallara,40211,2013,1,31.4
pallara,40211,2013,2,28.6
pallara,40211,2013,3,28.6
pallara,40211,2013,4,26.9
pallara,40211,2013,5,23.4
pallara,40211,2013,6,20.9
pallara,40211,2013,7,21.8
pallara,40211,2013,8,24.9
pallara,40211,2013,9,27.9
pallara,40211,2013,10,29.7
pallara,40211,2013,11,29.4
pallara,40211,2013,12,30.1
pallara,40211,2014,1,31.6
pallara,40211,2014,2,30.5
pallara,40211,2014,3,29.8
pallara,40211,2014,4,28.2
pallara,40211,2014,5,25.1
pallara,40211,2014,6,23.3
pallara,40211,2014,7,22.3
pallara,40211,2014,8,22.9
pallara,40211,2014,9,25.7
pallara,40211,2014,10,28.4
pallara,40211,2014,11,30.7
pallara,40211,2014,12,30.4
pallara,40211,2015,1,30.9
pallara,40211,2015,2,29.7
pallara,40211,2015,3,30.6
pallara,40211,2015,4,26.3
pallara,40211,2015,5,24.4
pallara,40211,2015,6,21.6
pallara,40211,2015,7,21.1
pallara,40211,2015,8,24.1
pallara,40211,2015,9,25.3
pallara,40211,2015,10,27.8
pallara,40211,2015,11,29.9
pallara,40211,2015,12,29.7
pallara,40211,2016,1,30.7
pallara,40211,2016,2,32.3
pallara,40211,2016,3,30.2
pallara,40211,2016,4,29.3
pallara,40211,2016,5,27.2
pallara,40211,2016,6,21.6
pallara,40211,2016,7,22.5
pallara,40211,2016,8,22.9
pallara,40211,2016,9,25.3
pallara,40211,2016,10,27.6
greenstock,40958,2010,1,29.9
greenstock,40958,2010,2,29
greenstock,40958,2010,3,27.2
greenstock,40958,2010,4,26.1
greenstock,40958,2010,5,23.2
greenstock,40958,2010,6,21
greenstock,40958,2010,7,20.3
greenstock,40958,2010,8,20.7
greenstock,40958,2010,9,23.4
greenstock,40958,2010,10,23.5
greenstock,40958,2010,11,25.6
greenstock,40958,2010,12,26.9
greenstock,40958,2011,1,28.4
greenstock,40958,2011,2,29.5
greenstock,40958,2011,3,27.9
greenstock,40958,2011,4,24.9
greenstock,40958,2011,5,21.9
greenstock,40958,2011,6,20.3
greenstock,40958,2011,7,20.3
greenstock,40958,2011,8,21.2
greenstock,40958,2011,9,23.3
greenstock,40958,2011,10,24.6
greenstock,40958,2011,11,27.6
greenstock,40958,2011,12,26.3
greenstock,40958,2012,1,27.6
greenstock,40958,2012,2,28.4
greenstock,40958,2012,3,26.9
greenstock,40958,2012,4,25.2
greenstock,40958,2012,5,22.6
greenstock,40958,2012,6,20
greenstock,40958,2012,7,19.9
greenstock,40958,2012,8,22.1
greenstock,40958,2012,9,23.6
greenstock,40958,2012,10,25
greenstock,40958,2012,11,26.5
greenstock,40958,2012,12,29.1
greenstock,40958,2013,1,29.4
greenstock,40958,2013,2,27.4
greenstock,40958,2013,3,27.1
greenstock,40958,2013,4,25.4
greenstock,40958,2013,5,22.4
greenstock,40958,2013,6,20.2
greenstock,40958,2013,7,20.5
greenstock,40958,2013,8,23.2
