"species","nursery","batch_id","volume","treenumb","crown_length","branchper30","crown_spread","crown_ratio","climate_region","genus_species","variety","origin","leaf_type"
"araucaria_heterophylla","benara","A40349",500,2,349.5,16,266,0.0185238774831166,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,7,117.2,14,96,0.00241274315795696,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13097",75,1,149.1,18,116,0.00352277256222535,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13097",75,2,95.4,16,106,0.00294157792131124,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","E40110",30,7,117,16,68,0.00121056036918327,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","mangrove mountain","001-A-045",200,5,247.1,5,2016,1.06401973265902,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_400",400,4,363.4,8,366,0.0350695987920229,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_400",400,7,456.8,10,396,0.0410543327971114,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,2,93.5,22,72,0.00135716802635079,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","trees impact","3450.2",1200,3,675,6,468,0.0573403491133209,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,4,250,7,128,0.00428932116970126,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,5,310,15,198,0.0102635831992779,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","50194",90,4,150,8,198,0.0102635831992779,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,5,116.3,13,86,0.00193626827216251,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,4,105.1,21,80,0.00167551608191456,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_200",200,9,318.9,13,242,0.0153320193470694,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_100",100,4,261.3,8,210,0.0115453530019425,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","greenstock","ah_100",100,6,183.3,7,218,0.0124417541057668,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","14717",1000,7,339.6,12,250,0.0163624617374468,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","50194",90,2,159.1,13,194,0.00985308175920879,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","greenstock","ah_100",100,10,248.2,9,210,0.0115453530019425,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,4,274.4,15,148,0.00573445379035257,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,3,282.3,10,196,0.0100572852816921,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","26779",100,6,278.2,11,178,0.00829485180302825,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","darwin plant wholesalers","ah_37",65,10,106,3,138,0.004985707541247,"Northern Territory","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_200",200,4,318.5,4,268,0.0188034792292861,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,1,268,12,216,0.0122145122371571,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","A40349",500,1,256.4,18,232,0.0140910902489014,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,8,110.6,20,78,0.00159278747537003,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","mangrove mountain","001-A-045",200,10,368.4,9,244,0.0155864883520102,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","darwin plant wholesalers","ah_37",65,7,206,4,124,0.00402542738679972,"Northern Territory","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","greenstock","ah_100",100,7,247.5,5,188,0.00925303756237314,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_400",400,5,526.1,6,386,0.0390070615845221,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","fleming","ah_1500",1500,1,637,4,470,0.0578314847648321,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","26779",100,4,281.4,11,180,0.00848230016469244,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13763",500,5,227.2,11,200,0.010471975511966,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","14717",1000,8,317.2,10,246,0.0158430517520533,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","14717",1000,9,239.4,13,374,0.0366194511677938,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13763",500,4,204.7,19,228,0.013609379375351,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,3,262,8,124,0.00402542738679972,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","A40349",500,7,337.8,13,228,0.013609379375351,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","50194",90,7,152.3,10,218,0.0124417541057668,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,8,313.5,14,176,0.00810949783646645,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","greenstock","ah_100",100,5,192.8,9,154,0.00620883428104463,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,4,273.7,11,194,0.00985308175920879,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","E40110",30,9,125.1,18,70,0.00128281700021583,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","darwin plant wholesalers","ah_37",65,8,225,4,124,0.00402542738679972,"Northern Territory","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","greenstock","ah_100",100,9,260,5,166,0.00721414393019336,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_200",200,2,266.5,9,260,0.0176976386152225,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,1,214,11,130,0.00442440965380562,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,2,235,11,124,0.00402542738679972,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,3,126.1,17,96,0.00241274315795696,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,10,245,14,160,0.00670206432765823,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","fleming","ah_300",300,1,438,11,280,0.0205250720034533,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13097",75,3,83.6,20,102,0.00272376083066235,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,6,116,19,98,0.00251432132042303,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13763",500,1,272.3,9,270,0.019085175370558,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","fleming","ah_1500",1500,2,596.4,10,512,0.0686291387152202,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","26779",100,3,285.1,16,118,0.00364529467571536,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","E40110",30,8,136.9,13,98,0.00251432132042303,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_400",400,3,516.2,6,296,0.0229378151614103,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,1,272.7,9,192,0.00965097263182784,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,2,257.4,11,148,0.00573445379035257,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_100",100,7,345.4,8,236,0.0145811787028614,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,10,278.6,11,174,0.00792623826500705,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13097",75,4,91.6,15,104,0.0028316221784356,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13097",75,5,80.9,12,104,0.0028316221784356,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","fleming","ah_300",300,2,405.1,9,312,0.0254845996059204,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,5,261.5,14,180,0.00848230016469244,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13763",500,3,230.1,13,226,0.0133716655312294,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","A40349",500,5,324.9,13,272,0.0193689659069323,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,8,232.5,13,166,0.00721414393019336,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,9,255.4,18,188,0.00925303756237314,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","E40110",30,2,106.1,15,106,0.00294157792131124,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","E40110",30,3,150.3,20,76,0.00151215326392789,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_100",100,1,235,10,140,0.00513126800086333,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,3,262.6,15,182,0.00867184292145902,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_100",100,6,272.4,8,180,0.00848230016469244,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","ellenby tree farm","13763",500,2,169.9,10,272,0.0193689659069323,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_400",400,2,374.1,7,260,0.0176976386152225,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","26779",100,2,260.9,17,196,0.0100572852816921,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","E40110",30,1,117.5,20,86,0.00193626827216251,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,9,355.7,13,212,0.011766311685245,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","darwin plant wholesalers","ah_37",65,1,223.9,5,110,0.00316777259236971,"Northern Territory","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","50194",90,10,193.8,8,208,0.0113264887137424,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","greenstock","ah_100",100,8,240.7,10,204,0.0108950433226494,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,7,277.2,12,174,0.00792623826500705,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","26779",100,1,242.1,10,220,0.0126710903694788,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_400",400,1,577,10,328,0.0281654253369837,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","plants direct","ah_100",100,10,300.6,13,224,0.0131360460822101,"Queensland","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,10,111.9,18,94,0.00231325939059328,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","freshford","AH_40",40,9,94,20,78,0.00159278747537002,"South Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","R20115",200,6,219.7,13,220,0.0126710903694788,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","benara","A40349",500,6,348.3,11,268,0.0188034792292861,"Western Australia","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,9,238,7,130,0.00442440965380563,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_100",100,5,255,11,244,0.0155864883520102,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","established tree transplanters","ah_200",200,1,323.1,6,240,0.015079644737231,"Victoria","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,6,250,12,138,0.004985707541247,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,7,263,12,140,0.00513126800086333,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"araucaria_heterophylla","alpine","33684",45,8,255,11,140,0.00513126800086333,"New South Wales","araucaria_heterophylla",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,2,352.6,5,148,0.00573445379035257,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,9,178,3,178,0.00829485180302825,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,6,180,5,74,0.00143361344758814,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,3,105.7,6,88,0.00202737445911661,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,4,318.4,2,152,0.00604861305571155,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,5,137.8,3,78,0.00159278747537002,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,7,97.2,7,100,0.00261799387799149,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,2,273,5,120,0.00376991118430775,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,5,191.1,1,71,0.00131973071389551,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,1,243.7,6,150,0.00589048622548086,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34084",400,2,289,6,184,0.008863480073328,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34084",400,5,302.1,6,120,0.00376991118430775,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,3,222.6,3,160,0.00670206432765823,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34084",400,4,290.3,8,160,0.00670206432765822,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_40cm",35,9,68.2,7,92.8,0.00225457443982423,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,2,101,5,68,0.00121056036918327,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,1,68.5,12,64,0.00107233029242532,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,5,296.9,4,78,0.00159278747537002,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,1,52,10,78,0.00159278747537002,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,7,224.4,4,160,0.00670206432765823,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,4,149.1,3,60,0.000942477796076938,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34084",400,10,288.1,14,250,0.0163624617374468,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,8,267,2,204,0.0108950433226494,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33032",45,4,91.4,6,80,0.00167551608191456,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,7,271.1,3,130,0.00442440965380563,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,2,80.5,8,72,0.00135716802635079,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,9,347.1,5,110,0.00316777259236971,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,10,46.3,17,26,0.000176976386152225,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,4,207.7,7,74,0.00143361344758814,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,8,114.4,6,74,0.00143361344758814,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,10,282.9,9,122,0.00389662208800254,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,3,137.6,11,71,0.00131973071389551,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,8,334.5,10,132,0.00456159253301238,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,10,313.4,5,164,0.00704135633424592,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,2,147.5,11,92,0.002215870018332,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,4,252.4,3,150,0.00589048622548086,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_40cm",35,3,196.4,6,71.6,0.00134213026951561,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_40cm",35,2,74.2,3,61,0.000974155522000635,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,5,49,10,50,0.000654498469497874,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34137",15,9,95.2,14,82,0.00176033908356148,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,6,282.9,7,156,0.0063711499014801,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,6,227,9,86,0.00193626827216251,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_50",50,9,116,8,64,0.00107233029242532,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","32821",200,2,212.7,8,160,0.00670206432765823,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","benara","50122",30,9,61.8,9,82,0.00176033908356148,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","benara","50122",30,3,79,9,66,0.00114039813325309,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,8,162.4,5,88,0.00202737445911661,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,3,128.5,2,58,0.000880693140556339,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,6,181.9,13,137,0.00491371270960224,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","001-A-072",100,5,227.5,3,168,0.00738902592124319,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,4,75.7,9,50,0.000654498469497874,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33032",45,6,305.5,3,84,0.0018472564803108,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,6,66,7,38,0.000378038315981972,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,3,159.3,6,140,0.00513126800086333,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","003-A-066",75,1,186.9,4,96,0.00241274315795696,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_50",50,10,121.8,6,80,0.00167551608191456,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","benara","50122",30,10,98.8,4,54,0.00076340701482232,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,9,202.7,7,140,0.00513126800086333,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,7,258,2,100,0.00261799387799149,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","13767",150,4,188.4,16,120,0.00376991118430775,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,1,232.8,13,59,0.000911323668928839,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,4,114.5,8,46,0.000553967504583,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33032",45,5,140.1,10,98,0.00251432132042303,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_50",50,1,114.1,6,74,0.00143361344758814,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_50",50,2,97.1,10,76,0.00151215326392789,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,1,156.1,12,80,0.00167551608191456,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33032",45,2,99.5,3,100,0.00261799387799149,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33032",45,3,128.1,4,74,0.00143361344758814,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","32821",200,1,269.5,3,100,0.00261799387799149,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,10,199.8,6,112,0.00328401152055253,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,9,196.2,4,87,0.00198155956625176,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","benara","50122",30,8,131.7,4,50,0.000654498469497874,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","benara","50122",30,7,139,4,72,0.00135716802635079,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","13767",150,6,156.9,12,144,0.00542867210540316,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","32821",200,3,272.8,9,164,0.00704135633424592,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_40cm",35,10,80.5,5,66.4,0.00115426302883094,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,5,202.4,4,64,0.00107233029242532,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,3,57,9,30,0.000235619449019234,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,9,229.6,5,60,0.000942477796076938,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,3,159.8,7,80,0.00167551608191456,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33032",45,1,248.8,3,200,0.010471975511966,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,9,55,17,38,0.000378038315981972,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_50",50,8,174.5,2,104,0.0028316221784356,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,6,244.8,4,96,0.00241274315795696,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","33034",75,5,131.9,5,100,0.00261799387799149,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","13767",150,3,272.2,3,102,0.00272376083066235,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_40cm",35,1,166.1,1,80.4,0.00169231313063575,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,2,231.5,0,22,0.000126710903694788,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,1,132.7,3,94,0.00231325939059328,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","speciality","bi_40cm",35,8,154.5,2,74.2,0.00144137318144251,"Victoria","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","alpine","34084",400,3,312.1,8,180,0.00848230016469244,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","freshford","BI_100",100,5,215,2,170,0.00756600230739542,"South Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","14727",75,10,71.6,12,66,0.00114039813325309,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","ellenby tree farm","13767",150,1,192,3,102,0.00272376083066235,"Western Australia","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","008-A-081",45,10,168.1,3,68,0.00121056036918327,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
"banksia_integrifolia","andreasens","006-A-007",5,8,41,19,34,0.000302640092295817,"New South Wales","banksia_integrifolia",NA,"native","evergreen"
