"nursery","species","genus_species","volume","climate_region","origin","leaf_type","calliper300.mean","rcd.mean","height_m.mean","sizeindex.mean","calliper300.se","rcd.se","height_m.se","sizeindex.se","longitude","latitude","tmean_1","tmean_2","tmean_3","tmean_4","tmean_5","tmean_6","tmean_7","tmean_8","tmean_9","tmean_10","tmean_11","tmean_12","prec_1","prec_2","prec_3","prec_4","prec_5","prec_6","prec_7","prec_8","prec_9","prec_10","prec_11","prec_12","MAT","MAP"
"arborwest","corymbia_maculata","corymbia_maculata",100,"Western Australia","native","evergreen",42.52725,52.862,3.3758,144.42534625,1.06893943227314,1.34919792937566,0.0965568989603648,6.46624531607958,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","agonis_flexuosa","agonis_flexuosa",100,"Western Australia","native","evergreen",26.30175,36.0055,1.6571,43.6601045,0.6351935340177,0.861476387250094,0.0395158795529355,1.56695520034245,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","platanus_acerifolia","platanus_acerifolia",500,"Western Australia","non-native","deciduous",84.9569086224537,95.9067687071761,5.378,458.800426704908,2.59901327539501,3.18344228292629,0.122210947911689,20.2505618001886,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","eucalyptus_sideroxylon","eucalyptus_sideroxylon",200,"Western Australia","native","evergreen",98.77,117.175,3.82233333333333,378.004171666667,1.60924153977373,4.72514902763218,0.14679956100449,20.7736113044242,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","melaleuca_rhaphiophylla","melaleuca_rhaphiophylla",35,"Western Australia","native","evergreen",20.5753571428571,25.6642857142857,1.45628571428571,30.4630552380952,0.81917762778003,0.841415566747386,0.0416840793216066,1.71319618926639,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","magnolia_grandiflora_littlegem","magnolia_grandiflora",100,"Western Australia","non-native","evergreen",44.23675,59.412,1.78235,79.3415965,1.19146367719664,2.18582458847432,0.0451112236588634,3.48269468171696,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","agonis_flexuosa","agonis_flexuosa",35,"Western Australia","native","evergreen",18.5734444444444,25.7415555555556,1.42284444444444,26.6068034444444,0.595416877605031,0.72554601212651,0.0351701772706371,1.15716819848789,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","olea_europaea_mission","olea_europaea",45,"Western Australia","non-native","evergreen",26.3054054054054,36.5036486486486,2.45340540540541,65.169035945946,0.66753182540394,0.717007007199161,0.0453117241067996,2.41755986362118,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","eucalyptus_caesia","eucalyptus_caesia",35,"Western Australia","native","evergreen",17.0838888888889,18.8217777777778,1.69053333333333,29.1375026666667,0.336426590402003,0.377416261217241,0.0352741872029432,0.992024238811881,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","jacaranda_mimosifolia","jacaranda_mimosifolia",200,"Western Australia","non-native","deciduous",34.88825,46.7405,2.3025,82.21669625,1.72182428022539,2.29499750315195,0.0783260224285242,6.15451502863135,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","melaleuca_rhaphiophylla","melaleuca_rhaphiophylla",100,"Western Australia","native","evergreen",38.88725,46.38775,1.892,75.8585985,2.3810902930281,2.5354366247827,0.083085054707748,7.25637245594,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","brachychiton_acerifolius","brachychiton_acerifolius",500,"Western Australia","native","deciduous",148.24146127988,165.793977860872,4.06142857142857,604.217735813389,5.61118396614466,5.21855747191724,0.207782722727241,42.2842460729768,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","lagerstroemia_indica_sioux","lagerstroemia_indica",100,"Western Australia","non-native","deciduous",39.49225,43.05,2.6608,105.0874625,0.561493951202363,0.603197619707714,0.0436572535722723,2.34187058163207,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","corymbia_maculata","corymbia_maculata",200,"Western Australia","native","evergreen",72.264375,87.833125,4.57775,331.96930625,4.09987711461096,3.89202400263071,0.086764408025411,22.7080932910685,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","melaleuca_rhaphiophylla","melaleuca_rhaphiophylla",200,"Western Australia","native","evergreen",73.90575,85.79825,2.491,184.77765875,4.64143117213407,4.45314816605239,0.0748359257941912,13.4873798127347,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","brachychiton_acerifolius","brachychiton_acerifolius",100,"Western Australia","native","deciduous",73.8475,89.88,3.1535,233.081545,4.9025,5.19,0.0414999999999999,18.524705,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","platanus_acerifolia","platanus_acerifolia",45,"Western Australia","non-native","deciduous",17.8867777777778,23.1752222222222,1.69191111111111,30.3609026666667,0.341922267864355,0.294314387133258,0.0189920457093086,0.761692049735019,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","platanus_acerifolia","platanus_acerifolia",200,"Western Australia","non-native","deciduous",42.399,52.459,3.94126666666667,167.840212,1.04870080621328,1.42448145953938,0.16546884231715,9.09502614975185,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"arborwest","olea_europaea_mission","olea_europaea",100,"Western Australia","non-native","evergreen",36.9052272727273,47.3127272727273,2.69786363636364,100.053767045455,0.948807891666831,0.857205310593696,0.0804975409119857,4.48068007509769,-31.72602,115.830227,24.1,24.4,22.7,19.6,16.6,14.7,13.6,13.7,14.8,16.7,19.1,21.5,9,14,15,45,104,163,159,107,73,42,22,7,18.4583333333333,760
"benara","tristaniopsis_laurina_luscious","tristaniopsis_laurina",200,"Western Australia","native","evergreen",48.867,61.93125,2.87865,141.179765,0.764852703397678,1.03652480325516,0.0504082425904001,4.12313351643345,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","ficus_microcarpa_hilliiflash","ficus_microcarpa",30,"Western Australia","native","evergreen",42.4642222222222,53.2685555555556,2.06426666666667,88.0165765555556,1.04911326139807,0.525749864244477,0.0245287792215799,2.61587366319799,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_victrix","eucalyptus_victrix",90,"Western Australia","native","evergreen",36.24825,45.69175,2.48165,90.09475325,1.32584795483574,1.45391057401645,0.0546874504511054,3.95250062715873,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","banksia_integrifolia","banksia_integrifolia",30,"Western Australia","native","evergreen",19.6383333333333,31.0135555555556,1.57026666666667,31.1688873333333,0.481390898303756,0.674013432078155,0.036970864859844,1.22139447521613,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_rudis","eucalyptus_rudis",500,"Western Australia","native","evergreen",76.8025,94.6470833333333,4.94791666666667,380.41360375,1.82247651396099,2.91759801958977,0.104697939137291,13.0741771937821,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_leucoxylon_rosea","eucalyptus_leucoxylon",90,"Western Australia","native","evergreen",36.45625,44.274,2.87425,105.41946475,1.14584144414992,1.20044830441754,0.0890501300273882,5.37414652018162,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","tristaniopsis_laurina_luscious","tristaniopsis_laurina",90,"Western Australia","native","evergreen",43.51475,54.45175,2.61085,113.923223,0.998816501968837,1.68536628359191,0.0352968818512493,3.40991167725045,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","araucaria_heterophylla","araucaria_heterophylla",90,"Western Australia","native","evergreen",45.188,50.6635,2.1469,97.7135345,1.50525956845358,1.50635657954445,0.0495617052932902,4.5892809840464,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","tipuana_tipu","tipuana_tipu",200,"Western Australia","non-native","deciduous",61.5045,85.4755,3.0822,189.93030125,1.9358980610124,2.09768283501481,0.0533923708328998,7.5365153062225,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","angophora_costata","angophora_costata",30,"Western Australia","native","evergreen",28.8974444444444,37.8097777777778,1.80453333333333,52.3791785555556,0.505936965127455,0.738523249320396,0.0378797752598583,1.60865409958114,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","ficus_microcarpa_hilliiflash","ficus_microcarpa",90,"Western Australia","native","evergreen",75.815,80.30575,2.10985,159.95457075,0.606904787468868,0.721169032215274,0.0254608342154645,2.31806610372654,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","liquidambar_styraciflua","liquidambar_styraciflua",90,"Western Australia","non-native","deciduous",39.94475,59.88525,2.07035,83.4048405,1.06634462158051,1.66372594193528,0.0697196368547477,4.56732295670233,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","callistemon_kingsparkspecial","callistemon_kingsparkspecial",90,"Western Australia","native","evergreen",35.60475,45.905,2.16725,79.239524,1.92089697643547,2.80244463300395,0.0739589457597574,6.78113846995828,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","erythrina_indica","erythrina_indica",90,"Western Australia","native","deciduous",56.7615,68.13125,2.0218,115.26423375,1.03254897296881,1.07948701724233,0.0469971779667897,4.02367001820144,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","tipuana_tipu","tipuana_tipu",500,"Western Australia","non-native","deciduous",77.125,104.53,3.78333333333333,292.0800975,3.23761512021838,3.6804177751989,0.119167855471926,16.2107582165012,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","prunus_blireana","prunus_blireana",90,"Western Australia","non-native","deciduous",40.1585,49.096,2.3249,93.32037175,0.653823481328747,0.510913088705434,0.0414547883082788,2.12655548915086,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","agonis_flexuosa","agonis_flexuosa",200,"Western Australia","native","evergreen",74.6632142857143,89.3378571428571,2.98507142857143,223.1178025,2.54987920459113,2.44695256279806,0.111563142535384,12.0247695604828,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","zelkova_serrata","zelkova_serrata",30,"Western Australia","non-native","deciduous",26.7615384615385,40.8634615384615,3.18307692307692,85.1275534615385,0.648656744351056,1.6510644764289,0.0573728763685488,2.45836071366363,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","corymbia_maculata","corymbia_maculata",30,"Western Australia","native","evergreen",25.9928333333333,32.0758888888889,2.48002222222222,64.7993770555556,0.476099787414107,0.646600830155514,0.047176666558422,1.93731493660715,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","hibiscus_tiliaceus_rubra","hibiscus_tiliaceus",500,"Western Australia","native","evergreen",76.63125,88.16875,3.1275,239.67514125,0.98487811217091,1.72230390151293,0.0278103697686072,4.01235388255052,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","platanus_acerifolia","platanus_acerifolia",400,"Western Australia","non-native","deciduous",101.274090909091,117.988181818182,5.52009090909091,560.306246363636,2.76271176219882,2.80559759253526,0.0886244840523979,21.4751336369294,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","corymbia_maculata","corymbia_maculata",500,"Western Australia","native","evergreen",86.0519047619048,102.90119047619,5.05071428571429,436.798406904762,1.85711695647384,2.30411484669436,0.0962803728912681,15.9328745469002,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","corymbia_maculata","corymbia_maculata",90,"Western Australia","native","evergreen",43.5065,51.13325,3.5793,156.1487745,1.12810519409644,1.04900349172817,0.0712559175751297,5.48700304706276,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_victrix","eucalyptus_victrix",30,"Western Australia","native","evergreen",23.178,29.0554444444444,2.01744444444444,47.1934692222222,0.574919041292254,0.770393114627991,0.0376947810812477,1.75606784958294,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","lagerstroemia_indica_natchez","lagerstroemia_indica",30,"Western Australia","non-native","deciduous",25.6835555555556,32.3981111111111,2.32831111111111,59.8833232222222,0.568494103765125,0.786015994531161,0.0335010903218047,1.6235340104531,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","corymbia_calophylla","corymbia_calophylla",500,"Western Australia","native","evergreen",81.881,96.595,4.4744,369.631938,6.99220251422969,7.47345686412921,0.251086957048748,46.0635529892522,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","agonis_flexuosa_burgundy","agonis_flexuosa",300,"Western Australia","native","evergreen",82,100.973333333333,3.68466666666667,302.417078333333,2.19562253890174,3.73280985913352,0.0625202189517742,13.3434425284046,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","araucaria_heterophylla","araucaria_heterophylla",30,"Western Australia","native","evergreen",26.1203333333333,29.4507777777778,1.444,37.6946365555556,0.388599609579908,0.439616279981918,0.0268808444432052,0.874997009632391,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","agonis_flexuosa","agonis_flexuosa",30,"Western Australia","native","evergreen",20.9607777777778,29.5115555555556,1.33677777777778,28.3882241111111,0.680080319743123,0.662065672804913,0.0332220854022384,1.42275951739414,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","olea_europaea","olea_europaea",30,"Western Australia","non-native","evergreen",17.2697777777778,22.2206666666667,1.62295555555556,28.3946824444444,1.72556620743784,0.452165960191118,0.0290862520121916,2.97542966630173,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","pyrus_calleryana_winterglow","pyrus_calleryana",200,"Western Australia","non-native","deciduous",67.177,91.459,3.5626,240.0428305,2.0075626737138,3.12145067770313,0.0936537594902984,11.3100302864188,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","agonis_flexuosa","agonis_flexuosa",500,"Western Australia","native","evergreen",101.545,109.641666666667,3.81066666666667,390.04502,3.11558983179751,7.76536666516427,0.503913131843619,64.4089525809487,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","araucaria_heterophylla","araucaria_heterophylla",500,"Western Australia","native","evergreen",93.1271428571429,120.561428571429,3.60457142857143,334.591342142857,1.72919292251192,1.36245214607344,0.148706943691412,10.2938281804318,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_leucoxylon_rosea","eucalyptus_leucoxylon",30,"Western Australia","native","evergreen",19.5448888888889,24.726,1.54844444444444,30.8827596666667,0.745185989408232,0.775457531937361,0.0518644168277674,1.73228548457653,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","tristaniopsis_laurina_luscious","tristaniopsis_laurina",30,"Western Australia","native","evergreen",21.0425555555556,27.3445555555556,1.53946666666667,32.5705607777778,0.351642201584088,0.388800694905689,0.0222767170205154,0.904483259214672,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","olea_europaea_manzanillo","olea_europaea",90,"Western Australia","non-native","evergreen",41.197,55.84525,2.7447,113.0877915,0.962494456580072,1.3310856508386,0.0634865132797593,3.67885684467425,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","corymbia_maculata","corymbia_maculata",200,"Western Australia","native","evergreen",52.59,62.8827777777778,4.1815,221.755365277778,2.19514627231598,3.49333277723723,0.0903436883580906,13.2543111220363,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_rudis","eucalyptus_rudis",200,"Western Australia","native","evergreen",78.28625,90.6470833333333,4.5045,354.16195875,1.84942631614878,1.89882095178678,0.097313341139005,15.5071992205232,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","hibiscus_tiliaceus_rubra","hibiscus_tiliaceus",90,"Western Australia","native","evergreen",43.1735,49.96525,2.1683,93.77690125,1.25530731716433,1.34953142330959,0.0260016295035928,3.18389935781898,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","melaleuca_rhaphiophylla","melaleuca_rhaphiophylla",90,"Western Australia","native","evergreen",48.73,1082.479,2.0477,99.590846,1.57907513737431,1024.01352046254,0.0532879022510343,3.93545511282628,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","corymbia_citriodora","corymbia_citriodora",30,"Western Australia","native","evergreen",22.9214444444444,32.6486666666667,1.99871111111111,46.1706498888889,0.386938861293808,3.05862446967009,0.0376858441689916,1.47049064052964,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","araucaria_heterophylla","araucaria_heterophylla",200,"Western Australia","native","evergreen",64.3215,72.70175,3.0853,198.931644,1.11571950469547,1.42284644634213,0.0616609618034483,6.18012765979127,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","pyrus_ussuriensis","pyrus_ussuriensis",90,"Western Australia","non-native","deciduous",36.3365,55.57225,2.3772,86.686064,1.21030542578483,2.02952105689858,0.0402298396715672,3.66284814258681,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_erythrocorys","eucalyptus_erythrocorys",90,"Western Australia","native","evergreen",44.42075,48.444,2.0525,91.396867,1.19022047244463,1.04566665967597,0.0417577915830655,3.35194546149044,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_rudis","eucalyptus_rudis",30,"Western Australia","native","evergreen",30.7475555555556,42.2149555555556,2.28546666666667,70.5622177777778,0.609927831925324,0.920778492515078,0.0432530561774179,2.04360576454713,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","agonis_flexuosa_burgundy","agonis_flexuosa",90,"Western Australia","native","evergreen",31.3455,37.68025,2.46515,77.65832675,1.02976523257028,1.18424434461945,0.0428816777828676,3.33832614566975,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","agonis_flexuosa","agonis_flexuosa",400,"Western Australia","native","evergreen",96.6959090909091,111.454090909091,3.61090909090909,350.388044090909,2.45881843558518,2.84665456107387,0.125147582299347,17.8643214102078,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","eucalyptus_nicholii","eucalyptus_nicholii",90,"Western Australia","native","evergreen",45.2205,60.141,3.52165,160.48818575,1.26177443455009,1.49677498045139,0.104931087034853,7.88376465661767,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"benara","jacaranda_mimosifolia","jacaranda_mimosifolia",30,"Western Australia","non-native","deciduous",17.4953333333333,23.0547777777778,1.28704444444444,22.7528826666667,0.40017898142171,0.437047109183143,0.0243137520955777,0.812699026296838,-31.595196,115.724438,24.2,24.4,22.7,19.5,16.5,14.6,13.5,13.5,14.7,16.6,19,21.5,8,16,15,50,106,157,153,102,75,38,21,6,18.3916666666667,747
"cleveland","acer_freemanii","acer_freemanii",35,"South Australia","non-native","deciduous",27.0315625,34.6471875,3.160125,85.6115215625,0.579650346967535,0.992832119992893,0.044629014758712,2.64565530932488,-34.942277,138.911917,19.5,19.7,17.6,14.5,11.2,9,8.2,8.9,10.5,13,15.4,17.6,24,24,30,61,95,94,120,115,88,68,41,33,13.7583333333333,793
"cleveland","ginkgo_biloba","ginkgo_biloba",45,"South Australia","non-native","deciduous",30.9166666666667,44.6505555555556,2.22855555555556,68.9815072222222,1.19492677599927,2.28041151933831,0.052222842785911,3.22450800832631,-34.942277,138.911917,19.5,19.7,17.6,14.5,11.2,9,8.2,8.9,10.5,13,15.4,17.6,24,24,30,61,95,94,120,115,88,68,41,33,13.7583333333333,793
"cleveland","ginkgo_biloba","ginkgo_biloba",100,"South Australia","non-native","deciduous",40.3911111111111,55.0533333333333,3.07433333333333,124.232053888889,0.909247925553562,1.56233399118114,0.0532893047430721,3.79872490689381,-34.942277,138.911917,19.5,19.7,17.6,14.5,11.2,9,8.2,8.9,10.5,13,15.4,17.6,24,24,30,61,95,94,120,115,88,68,41,33,13.7583333333333,793
