"nursery","species","date","batch_id","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD","climate_region","genus_species","variety","origin","leaf_type","slenderness","balanced","toobig","toosmall"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,16.49,24.81,1.257,20.72793,1.31655593333048,1.43136376415899,0.0993352776859578,1.21722065564452,1.39462676427221,"South Australia","angophora_costata",NA,"native","evergreen",0.0762280169799879,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,13.865,17.37,1.325,18.371125,1.26413575218671,1.25527250510331,0.122215878272827,1.14191987391388,1.2397998184471,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.0955643707176343,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,22.71,34.915,2.149,48.80379,1.68845354971118,1.43136376415899,0.332236415491443,1.35621713421974,1.54301204637704,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.094627917217085,"fail","big","normal"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,13.855,18.85,1.448,20.06204,1.30237509197938,1.25527250510331,0.160768561861128,1.14160653011825,1.27531135454181,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.10451100685673,"fail","normal","small"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,13.445,17.94,1.241,16.685245,1.22233258805805,1.25527250510331,0.0937717814987298,1.12856080655932,1.25382243870807,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0923019709929342,"fail","normal","small"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,16.655,26.15,1.302,21.68481,1.33615562125937,1.43136376415899,0.114610984232173,1.2215446370272,1.41747169320329,"South Australia","angophora_costata",NA,"native","evergreen",0.0781747223056139,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,13.67,19.47,1.597,21.83099,1.33907343070631,1.25527250510331,0.203304916138483,1.13576851456782,1.28936595152003,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.116825164594001,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,10.865,22.58,1.192,12.95108,1.11230598606076,1.25527250510331,0.0762762554042176,1.03602973065654,1.35372393758895,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.109710078232858,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,24.26,37.74,2.475,60.0435,1.77846599980014,1.43136376415899,0.393575203269588,1.38489079653055,1.57680189582891,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.1020197856554,"fail","big","normal"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,26.455,35.2,2.493,65.952315,1.81923004437185,1.43136376415899,0.396722278503774,1.42250776586808,1.54654266347813,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.0942354942354942,"fail","big","normal"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,9.605,12.995,1.17,11.23785,1.05068323094387,1.25527250510331,0.0681858617461616,0.982497369197712,1.11377628383703,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.121811556480999,"fail","normal","small"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,17.99,22.435,2.03,36.5197,1.56252720125876,1.43136376415899,0.307496037913213,1.25503116334555,1.35092607386909,"South Australia","corymbia_maculata",NA,"native","evergreen",0.11284046692607,"pass","normal","normal"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,12.13,17.1,1.402,17.00626,1.23060881449721,1.25527250510331,0.14674801363064,1.08386080086657,1.23299611039215,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.11558120362737,"fail","normal","small"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,14.615,18.49,1.16,16.9534,1.22925680892037,1.25527250510331,0.0644579892269184,1.16479881969346,1.26693691115917,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0793705097502566,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,21.99,37.015,2.4,52.776,1.7224364710724,1.43136376415899,0.380211241711606,1.34222522936079,1.56837775371822,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.109140518417462,"fail","big","normal"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,14.445,18.06,1.175,16.972875,1.22975541278797,1.25527250510331,0.0700378666077551,1.15971754618022,1.25671774597749,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0813430252682589,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,16.5,19.85,1.545,25.4925,1.40641242797476,1.25527250510331,0.188928483760853,1.21748394421391,1.29776051109913,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.0936363636363636,"pass","normal","normal"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,18.74,26.07,1.718,32.19532,1.50779274604698,1.43136376415899,0.235023159495224,1.27276958655176,1.41614103116833,"South Australia","corymbia_maculata",NA,"native","evergreen",0.0916755602988261,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,15.755,17.945,1.351,21.285005,1.32807375653205,1.25527250510331,0.130655349022031,1.19741840751002,1.25394346266926,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.0857505553792447,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,19.305,21.605,1.409,27.200745,1.43458079906942,1.43136376415899,0.148910993109356,1.28566980596007,1.33455427064725,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.072986272986273,"fail","normal","small"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,25.5,32.22,2.025,51.6375,1.71296520798464,1.43136376415899,0.306425027550687,1.40654018043396,1.5081255360832,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.0794117647058823,"fail","big","normal"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,15.025,17.39,1.194,17.93985,1.25381880746813,1.25527250510331,0.0770043267933503,1.17681448067478,1.24029958200271,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0794675540765391,"fail","normal","small"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,15.49,18.665,1.21,18.7429,1.27283678807566,1.25527250510331,0.0827853703164501,1.19005141775921,1.27102799426232,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0781149128469981,"fail","normal","small"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,15.195,19.82,1.282,19.47999,1.28958872959876,1.43136376415899,0.107888025182799,1.18170070441596,1.29710365014926,"South Australia","angophora_costata",NA,"native","evergreen",0.0843698585060875,"fail","normal","small"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,17.63,22.365,1.647,29.03661,1.46294591146908,1.43136376415899,0.216693599169754,1.24625231229932,1.34956890250868,"South Australia","corymbia_maculata",NA,"native","evergreen",0.0934203062960862,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,8.75,21.08,0.96,8.4,0.924279286061882,1.25527250510331,-0.0177287669604316,0.942008053022313,1.32387060654051,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.109714285714286,"fail","normal","small"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,29.615,34.465,2.498,73.97827,1.86910417101508,1.43136376415899,0.397592434038117,1.47151173697696,1.53737828283021,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.0843491473915246,"fail","big","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,11.22,20.56,1.142,12.81324,1.10765896082997,1.25527250510331,0.0576661039098293,1.04999285692014,1.31302311032324,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.101782531194296,"fail","normal","small"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,23.53,34.155,1.374,32.33022,1.50960865989955,1.43136376415899,0.137986732723532,1.37162192717602,1.53345428967082,"South Australia","angophora_costata",NA,"native","evergreen",0.058393540161496,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,24.09,30.985,1.987,47.86683,1.68003466710816,1.43136376415899,0.298197867109815,1.38183679999834,1.4911515004857,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0824823578248236,"pass","normal","normal"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,22.165,34.785,2.165,47.987225,1.68112563632474,1.43136376415899,0.335457900689384,1.34566773563535,1.54139200769367,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0976765170313557,"pass","normal","normal"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,11.895,15.885,1.081,12.858495,1.1091901403266,1.25527250510331,0.0338256939533103,1.07536444637328,1.20098721916317,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.0908785203867171,"fail","normal","small"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,16.025,21.885,1.94,31.0885,1.49259976812108,1.43136376415899,0.287801729930226,1.20479803819085,1.34014655094913,"South Australia","corymbia_maculata",NA,"native","evergreen",0.121060842433697,"fail","normal","small"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,19.11,28.54,1.864,35.62104,1.55170659507298,1.43136376415899,0.270445908017963,1.28126068705501,1.45545396877863,"South Australia","angophora_costata",NA,"native","evergreen",0.0975405546834118,"pass","normal","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,21.485,23.12,1.621,34.827185,1.54191837286844,1.43136376415899,0.209783014848515,1.33213535801992,1.36398782974849,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0754479869676519,"pass","normal","normal"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,17.525,24.275,1.534,26.88335,1.42948338625166,1.43136376415899,0.185825359612962,1.2436580266387,1.38515923858004,"South Australia","angophora_costata",NA,"native","evergreen",0.0875320970042796,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,14.12,22.84,1.605,22.6626,1.35530973345668,1.43136376415899,0.205475036740891,1.14983469671579,1.35869609957381,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.113668555240793,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,7.87,16.385,1.043,8.20841,0.914259040785595,1.25527250510331,0.0182843084265308,0.895974732359065,1.21444644571839,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.132528589580686,"fail","normal","small"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,17.36,22.64,1.927,33.45272,1.52443143549593,1.43136376415899,0.284881714655453,1.23954972084047,1.35487642251623,"South Australia","corymbia_maculata",NA,"native","evergreen",0.111002304147465,"pass","normal","normal"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,21.71,28.535,2.333,50.64943,1.70457456224817,1.43136376415899,0.367914738793753,1.33665982345442,1.45537787688498,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.107461999078766,"fail","big","normal"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,17.46,23.75,1.667,29.10582,1.46397983919756,1.43136376415899,0.221935599828005,1.24204423936955,1.37566361396089,"South Australia","corymbia_maculata",NA,"native","evergreen",0.095475372279496,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,9.345,14.09,0.934,8.72823,0.940926181944944,1.25527250510331,-0.0296531237699066,0.970579305714851,1.14891099310936,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.0999464954521134,"fail","normal","small"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,22.275,28.835,2.055,45.775125,1.660629538921,1.43136376415899,0.312811826212088,1.34781771270891,1.45991995574692,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.0922558922558923,"pass","normal","normal"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,22.245,31.235,1.195,26.582775,1.42460031536822,1.43136376415899,0.0773679052841565,1.34723241008406,1.49464151028204,"South Australia","angophora_costata",NA,"native","evergreen",0.0537199370645089,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,16.26,19.64,1.986,32.29236,1.50909978541741,1.25527250510331,0.297979244159362,1.21112054125805,1.29314148345093,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.122140221402214,"pass","normal","normal"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,25.21,33.61,2.38,59.9998,1.77814980273296,1.43136376415899,0.376576957056512,1.40157284567645,1.52646851246948,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0944069813566045,"fail","big","normal"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,16.14,25.06,1.267,20.44938,1.31068014526949,1.25527250510331,0.102776614883441,1.20790353038605,1.39898106665813,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.0785006195786865,"fail","normal","small"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,22.565,29.29,2.29,51.67385,1.71327082019605,1.43136376415899,0.359835482339888,1.35343533785616,1.4667193716816,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.101484600044316,"fail","big","normal"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,17.46,22.895,1.528,26.67888,1.42616759360922,1.25527250510331,0.184123354239671,1.24204423936955,1.35974064786372,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.0875143184421535,"pass","normal","normal"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,12.33,15.615,1.004,12.37932,1.09269678940473,1.25527250510331,0.00173371280900053,1.09096307659573,1.19354198856622,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.0814274128142741,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,12.5,21.365,0.869,10.8625,1.03592978945672,1.25527250510331,-0.0609802235513335,1.09691001300806,1.32970289715322,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.06952,"fail","normal","small"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,17.115,23.335,2.02,34.5723,1.53872827292052,1.43136376415899,0.305351369446624,1.2333769034739,1.36800780522117,"South Australia","corymbia_maculata",NA,"native","evergreen",0.118025124160094,"pass","normal","normal"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,16.99,21.235,2.034,34.55766,1.53854432745577,1.43136376415899,0.308350948586726,1.23019337886905,1.3270522653267,"South Australia","corymbia_maculata",NA,"native","evergreen",0.119717480871101,"pass","normal","normal"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,21.795,29.98,2.159,47.055405,1.67260951568793,1.43136376415899,0.334252642334231,1.3383568733537,1.47683162851226,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0990594172975453,"pass","normal","normal"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,20.045,27.375,1.473,29.526285,1.47020880742917,1.43136376415899,0.168202746842631,1.30200606058654,1.43735412784817,"South Australia","angophora_costata",NA,"native","evergreen",0.0734846595160888,"fail","normal","small"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,22.02,31.69,2.255,49.6551,1.69596386084971,1.43136376415899,0.353146546213979,1.34281731463573,1.5009222391903,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.102406902815622,"fail","big","normal"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,16.26,22.67,1.236,20.09736,1.30313901201085,1.43136376415899,0.092018470752797,1.21112054125805,1.35545152012652,"South Australia","angophora_costata",NA,"native","evergreen",0.0760147601476015,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,17.16,21.77,1.843,31.62588,1.50004261873176,1.25527250510331,0.265525335219074,1.23451728351269,1.33785842904109,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.107400932400932,"pass","normal","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,19.02,20.075,1.5,28.53,1.45530177165708,1.43136376415899,0.176091259055681,1.2792105126014,1.30265555395072,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0788643533123028,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,13.16,16.495,1.282,16.87112,1.22714391446074,1.25527250510331,0.107888025182799,1.11925588927794,1.21735231988136,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.0974164133738602,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,23.105,36.155,2.277,52.610085,1.72106900346987,1.43136376415899,0.357363030615143,1.36370597285472,1.5581683658699,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0985500973815192,"fail","big","normal"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,22.86,35.87,2.3,52.578,1.72080406207686,1.43136376415899,0.361727836017593,1.35907622605926,1.55473137667597,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.100612423447069,"fail","big","normal"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,12.025,14.715,1.164,13.9971,1.14603806535974,1.25527250510331,0.0659529803138697,1.08008508504587,1.16776026643563,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.0967983367983368,"fail","normal","small"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,17.575,24.682,1.403,24.657725,1.39195300472022,1.43136376415899,0.14705767102836,1.24489533369186,1.39238034797756,"South Australia","angophora_costata",NA,"native","evergreen",0.0798293029871977,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,21.19,21.915,1.55,32.8445,1.51646265488109,1.43136376415899,0.190331698170291,1.32613095671079,1.34074147498998,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.073147711184521,"pass","normal","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,13.055,17.985,1.226,16.00543,1.20426734634136,1.25527250510331,0.0884904701823962,1.11577687615896,1.25491044215453,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0939103791650708,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,12.73,18.53,1.192,15.17416,1.18110465905787,1.25527250510331,0.0762762554042176,1.10482840365366,1.2678754193189,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0936370777690495,"fail","normal","small"
"adelaide advanced","ulmus_parvifolia_todd","2016-11-04","UMT_27",27,26.54,33.03,2.181,57.88374,1.76255658410712,1.43136376415899,0.3386556655787,1.42390091852842,1.51890857369141,"South Australia","ulmus_parvifolia","todd","non-native","deciduous",0.0821778447626225,"fail","big","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,8.825,21.76,0.959,8.463175,0.927533321230524,1.25527250510331,-0.0181813928293364,0.94571471405986,1.33765889102614,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.108668555240793,"fail","normal","small"
"adelaide advanced","agonis_flexuosa","2016-11-04","AF_18",18,14.535,17.64,2.03,29.50605,1.46991107401966,1.25527250510331,0.307496037913213,1.16241503610645,1.2464985807958,"South Australia","agonis_flexuosa",NA,"native","evergreen",0.139662882696938,"pass","normal","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,13.5,16.445,0.923,12.4605,1.09553546952092,1.25527250510331,-0.034798298974088,1.13033376849501,1.21603387781867,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0683703703703704,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,24.095,34.25,2.096,50.50312,1.70331820894892,1.43136376415899,0.321391278311689,1.38192693063723,1.53466057582844,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0869890018676074,"fail","big","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_18",18,13.75,19.91,1.142,15.7025,1.19596880207611,1.25527250510331,0.0576661039098293,1.13830269816628,1.29907126002741,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0830545454545455,"fail","normal","small"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,13.105,16.42,1.021,13.380205,1.12646276736953,1.25527250510331,0.00902574208691021,1.11743702528262,1.21537315278342,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0779091949637543,"fail","normal","small"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,23.305,33.205,2.066,48.14813,1.68257942445221,1.43136376415899,0.315130317183602,1.3674491072686,1.52120348457486,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0886505041836516,"pass","normal","normal"
"adelaide advanced","ginkgo_biloba","2016-11-04","GB_27",27,24.28,32.34,2.227,54.07156,1.73296889943726,1.43136376415899,0.347720217034038,1.38524868240322,1.50974001557038,"South Australia","ginkgo_biloba",NA,"non-native","deciduous",0.0917215815485997,"fail","big","normal"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,21.745,22.945,1.581,34.378845,1.53629128193356,1.43136376415899,0.198931869932209,1.33735941200135,1.36068806203068,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.0727063692802943,"pass","normal","normal"
"adelaide advanced","magnolia_grandiflora","2016-11-04","MGL_18",18,13.135,16.15,1.07,14.05445,1.1478138548073,1.25527250510331,0.0293837776852097,1.11843007712209,1.20817252666712,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen",0.0814617434335744,"fail","normal","small"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,16.5,22.205,1.778,29.337,1.4674157008481,1.43136376415899,0.249931756634195,1.21748394421391,1.34645077750969,"South Australia","corymbia_maculata",NA,"native","evergreen",0.107757575757576,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_eukydwarf","2016-11-04","ELE_18",18,25.965,32.235,1.631,42.348915,1.62684228797135,1.25527250510331,0.212453961040276,1.41438832693108,1.50832767454712,"South Australia","eucalyptus_leucoxylon","eukydwarf","native","evergreen",0.0628153283265935,"fail","big","normal"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,14.04,18.035,1.405,19.7262,1.29504343203489,1.25527250510331,0.147676324241099,1.14736710779379,1.25611614665438,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.100071225071225,"fail","normal","small"
"adelaide advanced","callistemon_kingsparkspecial","2016-11-04","ck_27",27,12.255,25.825,1.397,17.120235,1.23350972170228,1.43136376415899,0.145196406114182,1.0883133155881,1.41204033019166,"South Australia","callistemon_kingsparkspecial",NA,"native","evergreen",0.113994288045696,"fail","normal","small"
"adelaide advanced","angophora_costata","2016-11-04","AC_27",27,15.135,20.465,1.175,17.783625,1.25002029190035,1.43136376415899,0.0700378666077551,1.17998242529259,1.31101174898129,"South Australia","angophora_costata",NA,"native","evergreen",0.0776346217376941,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_megalocarpa","2016-11-04","ELM_18",18,19.865,25.16,1.869,37.127685,1.56969787077021,1.25527250510331,0.271609301378832,1.29808856939138,1.40071063677323,"South Australia","eucalyptus_leucoxylon","megalocarpa","native","evergreen",0.0940850742511956,"fail","big","normal"
"adelaide advanced","corymbia_maculata","2016-11-04","CM_27",27,18.155,26.035,1.84,33.4052,1.52381407625845,1.43136376415899,0.264817823009536,1.25899625324891,1.41555758201171,"South Australia","corymbia_maculata",NA,"native","evergreen",0.101349490498485,"pass","normal","normal"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,9.965,14.99,1.057,10.533005,1.02255229034393,1.25527250510331,0.0240749873074262,0.998477303036506,1.17580163284828,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.106071249372805,"fail","normal","small"
"adelaide advanced","eucalyptus_leucoxylon_rosea","2016-11-04","ELR_18",18,10.485,15.965,1.18,12.3723,1.09245044210749,1.25527250510331,0.0718820073061254,1.02056843480136,1.20316892287546,"South Australia","eucalyptus_leucoxylon","rosea","native","evergreen",0.112541726275632,"fail","normal","small"
