batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
L15_14,lagerstroemia_indica_sioux,14,1,176.5,51,1,23,58.5,6.7,3.6,0.037,0.044,0.026
L15_14,lagerstroemia_indica_sioux,14,2,186.1,41,2,36,6.4,7.6,6.4,0.032,0.031,0.035
L15_14,lagerstroemia_indica_sioux,14,3,179.2,80,5,44,6.4,6.7,4.9,0.03,0.034,0.025
L15_14,lagerstroemia_indica_sioux,14,4,178.3,6,3,35,5,7.3,6.2,0.034,0.044,0.036
L15_14,lagerstroemia_indica_sioux,14,5,137.5,38,4,41,6.3,5.5,4.5,0.032,0.026,0.022
L15_14,lagerstroemia_indica_sioux,14,6,137.5,12,1,47,4.4,4.5,7.6,0.025,0.025,0.045
L15_14,lagerstroemia_indica_sioux,14,7,164.5,32,2,34,4.1,5,3.8,0.025,0.028,0.022
L15_14,lagerstroemia_indica_sioux,14,8,143.4,48,1,38,5.7,5.4,5.9,0.039,0.035,0.04
L15_14,lagerstroemia_indica_sioux,14,9,170,40,3,13,9.7,7.4,7,0.051,0.045,0.047
L15_14,lagerstroemia_indica_sioux,14,10,162.7,33,5,35,5.5,5.6,6.2,0.026,0.032,0.029
LF_45,liquidamber_formosana,45,1,337.8,125,9,105,,,,,,
LF_45,liquidamber_formosana,45,2,332.2,138,6,49,,,,,,
LF_45,liquidamber_formosana,45,3,351,125,9,51,,,,,,
LF_45,liquidamber_formosana,45,4,321.1,109,10,81,,,,,,
LF_45,liquidamber_formosana,45,5,370.4,109,6,35,,,,,,
LF_45,liquidamber_formosana,45,6,307.5,106,9,54,,,,,,
LF_45,liquidamber_formosana,45,7,318.5,95,5,86,,,,,,
LF_45,liquidamber_formosana,45,8,313.6,103,9,67,,,,,,
LF_45,liquidamber_formosana,45,9,372,119,8,97,,,,,,
LF_45,liquidamber_formosana,45,10,302.7,111,6,55,,,,,,
LIT_45,lagerstroemia_indica_tuscarora,45,1,218.6,19,3,45,3.2,3.1,2.9,0.026,0.023,0.021
LIT_45,lagerstroemia_indica_tuscarora,45,2,228.2,105,4,24,5,6.6,5.3,0.032,0.037,0.034
LIT_45,lagerstroemia_indica_tuscarora,45,3,175.7,12,3,24,4.9,3.6,3.2,0.036,0.026,0.023
LIT_45,lagerstroemia_indica_tuscarora,45,4,244.2,98,2,24,7,8.1,8.5,0.042,0.052,0.056
LIT_45,lagerstroemia_indica_tuscarora,45,5,201.5,47,2,29,5.2,4.4,4.5,0.034,0.025,0.051
LIT_45,lagerstroemia_indica_tuscarora,45,6,216.1,50,4,24,6.1,6.5,5.6,0.032,0.039,0.031
LIT_45,lagerstroemia_indica_tuscarora,45,7,219,114,4,22,4.8,8.4,7.6,0.032,0.056,0.046
LIT_45,lagerstroemia_indica_tuscarora,45,8,230.6,89,4,37,7.4,5.7,5.5,0.039,0.034,0.033
LIT_45,lagerstroemia_indica_tuscarora,45,9,221.1,30,1,48,4.5,4.1,3.7,0.025,0.027,0.025
LIT_45,lagerstroemia_indica_tuscarora,45,10,221.3,46,3,30,3.2,3.9,4.7,0.021,0.022,0.025
LIZ_14,lagerstroemia_indica_zuni,14,1,143.4,43,9,24,6.6,6.3,7,0.053,0.055,0.06
LIZ_14,lagerstroemia_indica_zuni,14,2,149.3,14,7,36,5.3,5.8,6.1,0.043,0.05,0.042
LIZ_14,lagerstroemia_indica_zuni,14,3,145,25,4,34,10.5,7.7,7.1,0.073,0.06,0.072
LIZ_14,lagerstroemia_indica_zuni,14,4,132.4,57,7,31,9.6,7,9,0.065,0.05,0.052
LIZ_14,lagerstroemia_indica_zuni,14,5,128.9,29,5,38,12.8,8.5,11.7,0.084,0.066,0.076
LIZ_14,lagerstroemia_indica_zuni,14,6,144.7,34,2,32,7.4,9,10,0.048,0.065,0.067
LIZ_14,lagerstroemia_indica_zuni,14,7,140.3,47,3,22,8.7,7.9,7.2,0.056,0.058,0.053
LIZ_14,lagerstroemia_indica_zuni,14,8,155.2,45,4,24,5.8,5.8,8.5,0.044,0.052,0.069
LIZ_14,lagerstroemia_indica_zuni,14,9,129.2,28,2,38,8.2,6.4,5.4,0.062,0.05,0.043
LIZ_14,lagerstroemia_indica_zuni,14,10,129.1,48,5,24,10,10,10.9,0.075,0.073,0.088
LIN_45,lagerstroemia_indica_natchez,45,1,239.1,58,2,66,18.3,19.2,13.1,0.136,0.16,0.1
LIN_45,lagerstroemia_indica_natchez,45,2,203,49,2,49,5.6,6.2,7,0.026,0.037,0.042
LIN_45,lagerstroemia_indica_natchez,45,3,254,87,2,38,15.4,15,10.2,0.075,0.085,0.064
LIN_45,lagerstroemia_indica_natchez,45,4,314,80,3,79,11.8,12.5,14.6,0.067,0.075,0.096
LIN_45,lagerstroemia_indica_natchez,45,5,250.4,93,1,60,9,9.5,10.8,0.048,0.064,0.08
LIN_45,lagerstroemia_indica_natchez,45,6,251.4,42,1,89,10.1,15.1,12.1,0.063,0.116,0.079
LIN_45,lagerstroemia_indica_natchez,45,7,290.2,130,3,31,13.3,11.6,10.6,0.09,0.071,0.072
LIN_45,lagerstroemia_indica_natchez,45,8,257.5,6,1,79,12.1,14.7,11.9,0.08,0.091,0.076
LIN_45,lagerstroemia_indica_natchez,45,9,208.6,4,3,99,14.1,11,9.9,0.096,0.07,0.071
LIN_45,lagerstroemia_indica_natchez,45,10,230.5,41,1,73,14.8,10.4,12.3,0.098,0.053,0.082
ZSG_25,zelkova_serrata_greenvase,25,1,234.5,97,4,36,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,2,247.5,119,2,32,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,3,249,105,1,23,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,4,229,120,2,39,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,5,237.4,117,4,29,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,6,226.9,115,4,36,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,7,195.5,117,4,23,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,8,213.3,103,5,33,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,9,216.8,99,4,46,,,,,,
ZSG_25,zelkova_serrata_greenvase,25,10,219.7,93,1,16,,,,,,
