batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
3450.2,araucaria_heterophylla,1200,1,624.4,200,11,208,,,,,,
3450.2,araucaria_heterophylla,1200,2,642.7,193,11,197,,,,,,
3450.2,araucaria_heterophylla,1200,3,887,212,6,234,,,,,,
3927,corymbia_maculata_lowanna,250,1,414.9,122,4,103,30.5,18,19.5,0.7,0.25,0.27
3927,corymbia_maculata_lowanna,250,2,467.5,126,6,94,20.5,18.8,21.2,0.33,0.31,0.47
3927,corymbia_maculata_lowanna,250,3,450.7,128,5,106,38.9,35.1,28.2,0.69,0.67,0.49
3927,corymbia_maculata_lowanna,250,4,479,133,5,106,26.8,18.2,20.6,0.56,0.41,0.41
3927,corymbia_maculata_lowanna,250,5,512,133,6,103,24.5,23.6,18.2,0.53,0.54,0.42
3927,corymbia_maculata_lowanna,250,6,487.1,119,6,112,24.3,18.4,20.6,0.46,0.35,0.36
3927,corymbia_maculata_lowanna,250,7,441.2,127,6,109,19.6,16.3,26,0.4,0.33,0.54
3927,corymbia_maculata_lowanna,250,8,436.6,132,5,93,29.1,26,31.2,0.53,0.58,0.57
3927,corymbia_maculata_lowanna,250,9,310.7,118,7,95,16.9,23,32.8,0.38,0.41,0.54
3970,eucalyptus_grandis,200,1,325.9,86,7,101,17.2,14.9,15.3,0.22,0.21,0.21
3970,eucalyptus_grandis,200,2,361.5,98,9,96,18.5,19.6,27.5,0.22,0.26,0.32
3970,eucalyptus_grandis,200,3,340.2,90,6,114,12.2,9.6,18.3,0.16,0.12,0.22
3970,eucalyptus_grandis,200,4,340.2,100,8,89,23.6,22.3,33.4,0.33,0.28,0.43
3970,eucalyptus_grandis,200,5,340.2,100,8,91,11.7,14,13.3,0.12,0.18,0.16
3970,eucalyptus_grandis,200,6,374.9,103,8,96,22.6,22.3,27.5,0.34,0.3,0.35
3970,eucalyptus_grandis,200,7,313.2,100,8,94,20.6,28.8,20.5,0.27,0.41,0.28
3970,eucalyptus_grandis,200,8,337.9,95,6,96,27.2,25.3,30.4,0.33,0.29,0.35
3970,eucalyptus_grandis,200,9,381.9,100,9,112,15.8,12.6,20,0.21,0.19,0.27
3970,eucalyptus_grandis,200,10,367,73,4,102,12.2,11.7,12.3,0.13,0.13,0.15
3789,ficus_microcarpa_hilliiflash,600,1,511,177,9,105,14.5,18.7,11.9,0.19,0.24,0.2
3789,ficus_microcarpa_hilliiflash,600,2,473.6,158,9,89,17.5,10.6,19.4,0.24,0.14,0.25
3789,ficus_microcarpa_hilliiflash,600,3,532.7,183,13,101,14.8,12.8,21.8,0.17,0.15,0.21
3789,ficus_microcarpa_hilliiflash,600,4,580.3,180,4,118,20.2,19.5,27.4,0.23,0.3,0.39
3789,ficus_microcarpa_hilliiflash,600,5,605,180,10,166,24.2,23.1,18.9,0.35,0.3,0.29
3789,ficus_microcarpa_hilliiflash,600,6,496.1,156,7,110,18.3,22.7,16.5,0.25,0.31,0.21
3664.1,ficus_microcarpa_hilliiflash,1500,1,791.9,246,4,181,14.7,16.6,13.5,0.17,0.19,0.17
3664.1,ficus_microcarpa_hilliiflash,1500,2,673.8,252,6,263,10.6,15.3,18.2,0.14,0.22,0.28
3664.1,ficus_microcarpa_hilliiflash,1500,3,746,249,6,192.8,16.1,23.2,15.6,0.22,0.33,0.23
3896,jacaranda_mimosifolia,300,1,426.1,160,3,95,,,,,,
3896,jacaranda_mimosifolia,300,2,448.7,200,2,134,,,,,,
3896,jacaranda_mimosifolia,300,3,460.4,160,3,174,,,,,,
3896,jacaranda_mimosifolia,300,4,436,148,3,107,,,,,,
3896,jacaranda_mimosifolia,300,5,417,192,4,144,,,,,,
3896,jacaranda_mimosifolia,300,6,416.7,184,2,161,,,,,,
3896,jacaranda_mimosifolia,300,7,424.2,195,3,187,,,,,,
3896,jacaranda_mimosifolia,300,8,354.7,173,4,98,,,,,,
3896,jacaranda_mimosifolia,300,9,469.7,192,6,103,,,,,,
3896,jacaranda_mimosifolia,300,10,383.2,100,5,133,,,,,,
3862.1,lagerstroemia_indica_tuscarora,350,1,447.5,69,3,116,11,11.9,13.9,0.078,0.091,0.128
3862.1,lagerstroemia_indica_tuscarora,350,2,452.4,77,2,143,11.6,14.5,16.9,0.086,0.115,0.186
3862.1,lagerstroemia_indica_tuscarora,350,3,485,93,4,149,12.8,16.1,14.7,0.1,0.162,0.116
3862.1,lagerstroemia_indica_tuscarora,350,4,499.6,68,2,156,16.7,17.9,17,0.113,0.122,0.11
3862.1,lagerstroemia_indica_tuscarora,350,5,480,69,2,205,19,16.9,15.2,0.172,0.152,0.134
3862.1,lagerstroemia_indica_tuscarora,350,6,463.7,58,3,198,15.7,13.5,14.5,0.156,0.15,0.151
3862.1,lagerstroemia_indica_tuscarora,350,7,416.5,70,2,135,14.6,16.7,15.7,0.111,0.13,0.145
3862.1,lagerstroemia_indica_tuscarora,350,8,500.3,89,3,142,13.7,23.2,15.9,0.117,0.24,0.152
3862.1,lagerstroemia_indica_tuscarora,350,9,499.7,97,2,134,21.9,18.2,15.4,0.222,0.158,0.1361
3862.1,lagerstroemia_indica_tuscarora,350,10,530.5,88,2,118,17.2,14.9,17.8,0.123,0.109,0.15
3863,liquidambar_styraciflua,600,1,519.8,175,5,155,63.2,69,94.5,0.35,0.3,0.49
3863,liquidambar_styraciflua,600,2,559,180,5,129,45.4,72.8,107.2,0.18,0.38,0.49
3863,liquidambar_styraciflua,600,3,578.1,180,5,159,58.4,52,41.2,0.3,0.23,0.22
3863,liquidambar_styraciflua,600,4,608.2,189,5,142,94.7,106.2,149.8,0.42,0.52,0.92
3863,liquidambar_styraciflua,600,5,559.5,190,4,158,66.7,122.7,84.6,0.35,0.61,0.5
3863,liquidambar_styraciflua,600,6,536.5,189,5,120,70.4,71,39.7,0.43,0.4,0.17
3863,liquidambar_styraciflua,600,7,495.6,160,6,142,49.9,43.5,81.9,0.24,0.23,0.4
3863,liquidambar_styraciflua,600,8,508.7,170,6,155,69.2,73.2,60.7,0.35,0.41,0.29
3863,liquidambar_styraciflua,600,9,581.3,178,6,132,41.5,37.5,79.1,0.17,0.15,0.45
3863,liquidambar_styraciflua,600,10,478.4,172,6,150,51.8,89.7,56,0.26,0.43,0.34
2794,lophostemon_confertus,800,1,610.5,170,7,151,32.3,38.2,28.6,0.53,0.61,0.45
2794,lophostemon_confertus,800,2,533.2,172,4,136,46.2,52.2,70.8,0.5,0.56,1.04
2794,lophostemon_confertus,800,3,566.3,157,3,141,58.9,62.4,36.8,0.67,0.68,0.45
2794,lophostemon_confertus,800,4,607.3,181,4,147,26.4,40.1,48.9,0.31,0.46,0.88
2794,lophostemon_confertus,800,5,614.2,216,2,135,42.9,40.8,43.3,0.57,0.53,0.56
3738,pyrus_calleryana_chanticleer,500,1,481.8,143,6,107,44.2,44.9,45.5,0.45,0.46,0.47
3738,pyrus_calleryana_chanticleer,500,2,473.2,145,6,105,40.3,37.8,35.6,0.28,0.29,0.23
3738,pyrus_calleryana_chanticleer,500,3,478.1,149,4,135,34.3,30,42.1,0.2,0.2,0.3
3738,pyrus_calleryana_chanticleer,500,4,497.9,128,5,96,27.3,26.6,31.3,0.17,0.18,0.21
3738,pyrus_calleryana_chanticleer,500,5,862.6,17,5,115,33.1,53.5,45.3,0.24,0.46,0.41
3738,pyrus_calleryana_chanticleer,500,6,461.7,114,6,120,35.2,47,39.9,0.22,0.4,0.27
3738,pyrus_calleryana_chanticleer,500,7,517.8,138,5,102,60.6,56.5,33.3,0.43,0.42,0.28
3738,pyrus_calleryana_chanticleer,500,8,517.8,138,5,103,37.6,34,37.2,0.31,0.27,0.29
3738,pyrus_calleryana_chanticleer,500,9,528.7,143,5,101,45,45.8,35.2,0.39,0.34,0.31
3738,pyrus_calleryana_chanticleer,500,10,447.5,114,5,90,36.8,38.4,43.8,0.27,0.34,0.38
3442.1,pyrus_calleryana_chanticleer,800,1,688.4,146,5,97,24.1,31.3,47.2,0.17,0.26,0.42
3442.1,pyrus_calleryana_chanticleer,800,2,651.6,143,4,123,36.2,26.8,39.8,0.38,0.22,0.26
3442.1,pyrus_calleryana_chanticleer,800,3,678.7,185,5,101,29,27.4,28.3,0.19,0.16,0.19
3442.1,pyrus_calleryana_chanticleer,800,4,662,146,3,105,42.4,51.7,34,0.36,0.48,0.32
3442.1,pyrus_calleryana_chanticleer,800,5,595.3,169,7,159,21.3,33.3,38.9,0.19,0.28,0.36
3442.1,pyrus_calleryana_chanticleer,800,6,630.2,179,5,107,41,32.6,42.1,0.33,0.27,0.4
3442.1,pyrus_calleryana_chanticleer,800,7,705.2,172,5,100,47.4,33.6,38.7,0.41,0.31,0.28
3442.1,pyrus_calleryana_chanticleer,800,8,649.3,171,4,135,38.2,33.9,39.3,0.35,0.28,0.19
3442.1,pyrus_calleryana_chanticleer,800,9,688.3,152,3,116,38.8,33.7,35.6,0.33,0.35,0.43
3442.1,pyrus_calleryana_chanticleer,800,10,675.4,154,6,153,43.7,24.9,28.8,0.46,0.24,0.23
3631.1,quercus_virginiana ,600,1,557.2,150,6,115,12,9.2,6.7,0.169,0.141,0.084
3631.1,quercus_virginiana ,600,2,479.5,155,6,116,12.7,9.2,11.8,0.166,0.139,0.171
3631.1,quercus_virginiana ,600,3,464.7,148,3,113,7.9,4.1,5.5,0.115,0.067,0.081
3631.1,quercus_virginiana ,600,4,452.1,158,4,91,6.8,11.2,7.7,0.109,0.174,0.116
3631.1,quercus_virginiana ,600,5,556.8,144,5,134,19.1,10.6,12.4,0.282,0.146,0.211
3631.1,quercus_virginiana ,600,6,544.5,140,6,121,6.5,9.8,14.8,0.103,0.179,0.201
3631.1,quercus_virginiana ,600,7,518,159,8,120,7.9,15.4,9.7,0.139,0.213,0.17
