species,batch_id,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
corymbia_maculata,cm_500,500,6,731.8,185,3,149,35.9,26.8,26.8,0.58,0.43,0.37
corymbia_maculata,cm_500,500,7,642.3,200,2,136,61.3,49.8,30.2,0.88,0.78,0.42
corymbia_maculata,cm_500,500,8,582.1,166,4,120,48.9,49.7,68.9,0.57,0.63,0.86
corymbia_maculata,cm_500,500,9,626.8,170,4,154,34.9,29.9,40.1,0.45,0.39,0.53
corymbia_maculata,cm_500,500,10,646.2,172,5,152,20.9,32.5,29.8,0.31,0.51,0.49
corymbia_maculata,cm_100,100,1,397.2,113,5,99,,,,,,
corymbia_maculata,cm_100,100,2,357.2,138,7,98,,,,,,
corymbia_maculata,cm_100,100,3,428.5,122,3,77,,,,,,
corymbia_maculata,cm_100,100,4,458.7,160,2,19,,,,,,
corymbia_maculata,cm_100,100,5,405.6,157,5,72,,,,,,
corymbia_maculata,cm_100,100,6,418.4,118,2,109,,,,,,
corymbia_maculata,cm_100,100,7,431.2,122,5,76,,,,,,
corymbia_maculata,cm_100,100,8,395.5,129,5,99,,,,,,
corymbia_maculata,cm_100,100,9,451,105,4,93,,,,,,
corymbia_maculata,cm_100,100,10,396.9,150,4,87,,,,,,
corymbia_maculata,cm_150,150,1,494.9,123,3,96,34.9,33.1,41,0.51,0.49,0.6
corymbia_maculata,cm_150,150,2,467.9,95,7,115,40.4,46.4,39.5,0.67,0.7,0.58
corymbia_maculata,cm_150,150,3,540.5,100,4,96,44.5,40.2,41.1,0.67,0.65,0.55
corymbia_maculata,cm_150,150,4,480.2,101,7,94,32.5,24.1,30.9,0.64,0.36,0.58
corymbia_maculata,cm_150,150,5,478.1,109,6,102,31.4,34.5,44.5,0.51,0.65,0.85
corymbia_maculata,cm_150,150,6,521.1,104,6,90,38.6,63.1,58.2,0.52,1.1,1.1
corymbia_maculata,cm_150,150,7,499.7,107,5,83,38.9,40.9,26.9,0.68,0.58,0.47
corymbia_maculata,cm_150,150,8,505.4,113,3,122,45,59.2,45.9,0.7,0.99,0.73
corymbia_maculata,cm_150,150,9,489,100,6,80,35.7,41.2,57.6,0.54,0.63,0.92
corymbia_maculata,cm_150,150,10,542.1,90,3,101,40.7,39.8,41.7,0.85,0.77,0.8
elaeocarpus_reticulatus,er_100,100,1,368.8,66,6,48,,,,,,
elaeocarpus_reticulatus,er_100,100,2,353,65,14,41,,,,,,
elaeocarpus_reticulatus,er_100,100,3,354.6,70,13,48,,,,,,
elaeocarpus_reticulatus,er_100,100,4,354.6,68,10,40,,,,,,
elaeocarpus_reticulatus,er_100,100,5,357.8,71,10,53,,,,,,
elaeocarpus_reticulatus,er_100,100,6,356.2,62,9,39,,,,,,
elaeocarpus_reticulatus,er_100,100,7,342.2,60,10,63,,,,,,
elaeocarpus_reticulatus,er_100,100,8,348.4,66,10,51,,,,,,
elaeocarpus_reticulatus,er_100,100,9,348.5,54,7,55,,,,,,
elaeocarpus_reticulatus,er_100,100,10,361.7,64,6,67,,,,,,
elaeocarpus_reticulatus,er_45,45,1,219.5,53,9,59,21.5,25.6,21.2,0.37,0.42,0.38
elaeocarpus_reticulatus,er_45,45,2,229.6,49,5,80,21.3,16,31.9,0.31,0.27,0.52
elaeocarpus_reticulatus,er_45,45,3,231,37,3,63,28.3,31.7,35.1,0.43,0.49,0.41
elaeocarpus_reticulatus,er_45,45,4,223.4,38,3,90,24.1,19.1,24.2,0.4,0.27,0.35
elaeocarpus_reticulatus,er_45,45,5,233,42,2,103,15.9,24.9,19.9,0.24,0.41,0.31
elaeocarpus_reticulatus,er_45,45,6,238,39,3,81,20.7,34.1,32.2,0.36,0.52,0.43
elaeocarpus_reticulatus,er_45,45,7,252.8,68,5,78,20.4,22,25.3,0.25,0.33,0.34
elaeocarpus_reticulatus,er_45,45,8,248.9,62,6,65,21.4,15.7,17.3,0.27,0.27,0.29
elaeocarpus_reticulatus,er_45,45,9,211.9,66,7,71,18.9,19,24.6,0.33,0.32,0.41
elaeocarpus_reticulatus,er_45,45,10,246.8,65,10,64,31.8,16.5,24.5,0.5,0.28,0.39
ficus_microcarpa_hilliiflash,fm_500,500,1,432,94,9,181,18.9,16.1,17.4,0.23,0.15,0.21
ficus_microcarpa_hilliiflash,fm_500,500,2,447.9,99,7,171,17.9,15.5,14,0.17,0.25,0.18
ficus_microcarpa_hilliiflash,fm_500,500,3,454.7,90,4,161,17.5,19.1,17.7,0.16,0.2,0.17
ficus_microcarpa_hilliiflash,fm_500,500,4,396.2,89,6,174,16.9,21.6,16.9,0.12,0.23,0.14
ficus_microcarpa_hilliiflash,fm_500,500,5,456.2,82,3,146,19.9,19.4,14.8,0.2,0.17,0.15
ficus_microcarpa_hilliiflash,fm_500,500,6,456.2,98,8,157,12.7,16.3,18.3,0.17,0.19,0.25
ficus_microcarpa_hilliiflash,fm_500,500,7,532.1,98,11,139,13.3,15.5,14.2,0.16,0.16,0.14
ficus_microcarpa_hilliiflash,fm_500,500,8,566.5,111,6,133,14.9,14.6,15.7,0.19,0.18,0.19
ficus_microcarpa_hilliiflash,fm_500,500,9,545,102,5,153,24.1,16.5,20,0.27,0.19,0.25
ficus_microcarpa_hilliiflash,fm_500,500,10,497.9,122,7,168,24.8,24.2,18.9,0.32,0.3,0.27
jacaranda_mimosifolia,jm_75,75,1,324.9,134,3,54,,,,,,
jacaranda_mimosifolia,jm_75,75,2,275.1,175,7,71,,,,,,
jacaranda_mimosifolia,jm_75,75,3,295,137,2,60,,,,,,
jacaranda_mimosifolia,jm_75,75,4,317.6,97,3,90,,,,,,
jacaranda_mimosifolia,jm_75,75,5,334.2,120,6,49,,,,,,
jacaranda_mimosifolia,jm_75,75,6,349.3,158,2,54,,,,,,
jacaranda_mimosifolia,jm_75,75,7,348.6,150,2,48,,,,,,
jacaranda_mimosifolia,jm_75,75,8,348,135,4,43,,,,,,
jacaranda_mimosifolia,jm_75,75,9,321.6,191,8,47,,,,,,
jacaranda_mimosifolia,jm_75,75,10,323.2,75,5,50,,,,,,
lagerstroemia_indica_tuscarora,lt_300,300,1,457.3,100,3,113,,,,,,
lagerstroemia_indica_tuscarora,lt_300,300,2,480,90,2,115,,,,,,
lagerstroemia_indica_tuscarora,lt_200,200,1,533.4,83,2,159,,,,,,
liquidambar_styraciflua,ls_300,300,1,682.4,153,4,140,,,,,,
liquidambar_styraciflua,ls_300,300,2,761.4,162,4,107,,,,,,
liquidambar_styraciflua,ls_300,300,3,766.7,128,3,136,,,,,,
liquidambar_styraciflua,ls_300,300,4,749.5,136,2,130,,,,,,
liquidambar_styraciflua,ls_300,300,5,694.2,141,3,117,,,,,,
liquidambar_styraciflua,ls_300,300,6,678.3,152,5,89,,,,,,
liquidambar_styraciflua,ls_300,300,7,644.5,136,2,113,,,,,,
liquidambar_styraciflua,ls_300,300,8,714,130,3,140,,,,,,
liquidambar_styraciflua,ls_300,300,9,740.3,150,4,94,,,,,,
liquidambar_styraciflua,ls_300,300,10,722.3,151,4,189,,,,,,
lophostemon_confertus,lc_100,100,1,401.5,142,6,124,59.5,37.2,52.3,0.53,0.5,0.88
lophostemon_confertus,lc_100,100,2,374.1,119,4,93,50.9,53.1,58.2,1.05,0.78,0.74
lophostemon_confertus,lc_100,100,3,429,184,3,130,36.8,33.9,19,0.57,0.76,0.99
lophostemon_confertus,lc_100,100,4,427.8,105,2,137,50.1,36.1,66.3,0.57,0.4,1.27
lophostemon_confertus,lc_100,100,5,402.4,156,3,115,42.8,67,53.9,0.55,0.74,0.75
lophostemon_confertus,lc_100,100,6,428.1,106,6,116,53.9,69.7,73.2,0.62,0.56,1.04
lophostemon_confertus,lc_100,100,7,385.6,153,8,130,39.7,53.3,66.4,0.92,0.75,0.51
lophostemon_confertus,lc_100,100,8,401,115,2,104,39.3,62.2,50.3,0.57,1.13,1.02
lophostemon_confertus,lc_100,100,9,415.5,138,8,95,25.9,34.6,42.4,0.62,0.62,0.9
lophostemon_confertus,lc_100,100,10,425.5,125,2,100,48.1,43.1,44.2,0.52,0.45,0.82
lophostemon_confertus,lc_200,200,1,482.7,142,6,124,59.5,37.2,52.3,0.86,0.56,0.81
lophostemon_confertus,lc_200,200,2,504.7,119,4,93,50.9,53.1,58.2,0.58,0.6,0.59
lophostemon_confertus,lc_200,200,3,509.4,184,3,130,36.8,33.9,19,0.48,0.43,0.21
lophostemon_confertus,lc_200,200,4,495,105,2,137,50.1,36.1,66.3,0.67,0.56,0.99
lophostemon_confertus,lc_200,200,5,495,156,3,115,42.8,67,53.9,0.6,0.94,0.81
lophostemon_confertus,lc_200,200,6,529.8,106,6,116,53.9,69.7,73.2,0.78,0.96,1.01
lophostemon_confertus,lc_200,200,7,516.5,153,8,130,39.7,53.3,66.4,0.42,0.61,0.82
lophostemon_confertus,lc_200,200,8,456.5,115,2,104,39.3,62.2,50.3,0.51,0.8,0.58
lophostemon_confertus,lc_200,200,9,493.5,138,8,95,25.9,34.6,42.4,0.31,0.43,0.51
lophostemon_confertus,lc_200,200,10,490.6,125,2,100,48.1,43.1,44.2,0.53,0.41,0.57
magnolia_grandiflora,mg_95,2500,1,550.3,116,6,301,,,,,,
magnolia_grandiflora,mg_95,2500,2,631,112,3,250,,,,,,
magnolia_grandiflora,mg_95,2500,3,599.5,120,2,192,,,,,,
magnolia_grandiflora,mg_95,2500,4,519,120,3,258,,,,,,
magnolia_grandiflora,mg_95,2500,5,583.7,133,5,265,,,,,,
magnolia_grandiflora,mg_95,2500,6,637.2,123,1,272,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,1,240.7,39,4,55,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,2,206.7,27,6,54,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,3,216.8,31,3,79,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,4,199,28,7,64,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,5,195,34,3,64,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,6,205.9,30,5,57,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,7,217.1,25,6,69,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,8,216.8,36,6,64,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,9,205,34,4,60,,,,,,
magnolia_grandiflora_littlegem,mg_75,75,10,206.7,33,4,61,,,,,,
magnolia_grandiflora_littlegem,mg_65,1500,1,524.7,39,5,214,,,,,,
magnolia_grandiflora_littlegem,mg_65,1500,2,534,57,5,188,,,,,,
magnolia_grandiflora_littlegem,mg_65,1500,3,572.8,31,3,187,,,,,,
magnolia_grandiflora_littlegem,mg_65,1500,4,631,73,4,158,,,,,,
magnolia_grandiflora_littlegem,mg_65,1500,5,571.9,61,5,190,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,1,501,85,7,85,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,2,460.1,82,5,89,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,3,450.6,77,4,93,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,4,489.7,75,6,64,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,5,439.5,63,5,88,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,6,463,62,4,95,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,7,419.2,78,5,85,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,8,468.1,71,6,82,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,9,458.3,71,4,102,,,,,,
magnolia_grandiflora_littlegem,mg_200,200,10,488.5,78,4,72,,,,,,
melia_azedarach,ma_500,500,1,537.9,145,3,120,,,,,,
melia_azedarach,ma_500,500,2,655.5,182,3,220,,,,,,
quercus_palustris,qp_95in,2500,1,870,242,4,254,,,,,,
quercus_palustris,qp_95in,2500,2,804.5,184,8,174,,,,,,
quercus_palustris,qp_95in,2500,3,782,202,6,246,,,,,,
quercus_palustris,qp_95in,2500,4,977,190,3,287,,,,,,
quercus_palustris,qp_95in,2500,5,943,234,4,249,,,,,,
tristaniopsis_laurina_luscious,tl_75,75,1,273.2,59,5,61,21.5,33.5,23,0.31,0.55,0.37
tristaniopsis_laurina_luscious,tl_75,75,2,275.4,69,9,62,87.8,46.5,32.5,1.36,0.68,0.45
tristaniopsis_laurina_luscious,tl_75,75,3,268.4,85,7,58,53.2,23.2,23.2,0.94,0.28,0.37
tristaniopsis_laurina_luscious,tl_75,75,4,304.7,96,6,40,28.3,21.3,29.6,0.4,0.32,0.5
tristaniopsis_laurina_luscious,tl_75,75,5,303.4,100,2,49,44,31.6,33.1,0.7,0.49,0.47
tristaniopsis_laurina_luscious,tl_75,75,6,306.9,86,6,57,29.5,28.3,63,0.39,0.51,0.88
tristaniopsis_laurina_luscious,tl_75,75,7,309,91,6,52,26.6,24.1,62.7,0.44,0.39,0.98
tristaniopsis_laurina_luscious,tl_75,75,8,288.7,75,12,51,32.6,56.6,62,0.58,0.77,0.87
tristaniopsis_laurina_luscious,tl_75,75,9,320.6,88,7,52,14.6,31.2,64,0.21,0.47,0.91
tristaniopsis_laurina_luscious,tl_75,75,10,288,73,5,54,48,72.9,92.6,0.68,1.03,1.29
ulmus_parvifolia,um_100,100,1,316.8,104,4,91,,,,,,
ulmus_parvifolia,um_100,100,2,334.9,97,6,98,,,,,,
ulmus_parvifolia,um_100,100,3,329,81,4,90,,,,,,
ulmus_parvifolia,um_100,100,4,308.5,95,3,129,,,,,,
ulmus_parvifolia,um_100,100,5,297.7,80,7,95,,,,,,
ulmus_parvifolia,um_100,100,6,365.9,98,4,140,,,,,,
ulmus_parvifolia,um_100,100,7,322.4,92,4,136,,,,,,
ulmus_parvifolia,um_100,100,8,356,97,4,137,,,,,,
ulmus_parvifolia,um_100,100,9,341.1,100,10,136,,,,,,
ulmus_parvifolia,um_100,100,10,329.5,90,3,116,,,,,,
ulmus_parvifolia,um_300,300,1,534.3,105,6,200,,,,,,
ulmus_parvifolia,um_300,300,2,562.5,160,2,181,,,,,,
ulmus_parvifolia,um_300,300,3,569.4,130,2,203,,,,,,
ulmus_parvifolia,um_300,300,4,521.5,148,1,205,,,,,,
waterhousea_floribunda,wh_300,300,1,374,56,7,128,26.5,34.9,26.6,0.32,0.43,0.34
waterhousea_floribunda,wh_300,300,2,360.8,50,7,111,28.9,27.3,16,0.25,0.27,0.17
waterhousea_floribunda,wh_300,300,3,426.1,73,12,106,32.3,35.1,9.9,0.37,0.33,0.09
waterhousea_floribunda,wh_300,300,4,393.4,60,6,92,14.4,17.3,16.7,0.1,0.12,0.13
waterhousea_floribunda,wh_300,300,5,434.4,59,6,90,16.4,18.1,14.7,0.16,0.21,0.14
waterhousea_floribunda,wh_300,300,6,345.4,61,3,93,13.6,18.3,21.9,0.09,0.15,0.21
waterhousea_floribunda,wh_300,300,7,432.3,57,4,96,24.4,24.4,15.3,0.25,0.26,0.15
waterhousea_floribunda,wh_300,300,8,449.6,56,4,109,17.4,17.7,11.7,0.11,0.12,0.13
waterhousea_floribunda,wh_300,300,9,420,59,7,98,17.8,16.3,14.7,0.14,0.2,0.17
waterhousea_floribunda,wh_300,300,10,444.9,49,3,73,15.3,19.9,18.2,0.14,0.14,0.21
waterhousea_floribunda,wh_100,100,1,338.4,63,5,67,13.3,25.5,21.1,0.12,0.23,0.2
waterhousea_floribunda,wh_100,100,2,324.9,89,8,89,11.5,24.2,21.9,0.12,0.23,0.21
waterhousea_floribunda,wh_100,100,3,312,77,6,75,15.9,15.1,20.1,0.16,0.17,0.22
waterhousea_floribunda,wh_100,100,4,289.3,69,5,77,24.5,30.9,24.2,0.2,0.27,0.21
waterhousea_floribunda,wh_100,100,5,355,54,5,90,10.4,11.7,18.1,0.11,0.12,0.21
waterhousea_floribunda,wh_100,100,6,331.8,49,5,83,8,12.1,15.3,0.07,0.11,0.15
waterhousea_floribunda,wh_100,100,7,373.5,82,6,84,15.7,25.9,17.6,0.14,0.27,0.17
waterhousea_floribunda,wh_100,100,8,340.6,61,11,86,8,20.3,21.5,0.05,0.17,0.19
waterhousea_floribunda,wh_100,100,9,293.6,76,6,83,18.1,18.8,22.8,0.16,0.17,0.2
waterhousea_floribunda,wh_100,100,10,367.9,72,8,82,14.1,11.9,24.5,0.14,0.11,0.21
zelkova_serrata_greenvase,zs_150,150,1,402.6,107,6,90,,,,,,
zelkova_serrata_greenvase,zs_150,150,2,418.4,120,6,87,,,,,,
zelkova_serrata_greenvase,zs_150,150,3,484.6,122,2,98,,,,,,
zelkova_serrata_greenvase,zs_150,150,4,452.6,123,7,91,,,,,,
zelkova_serrata_greenvase,zs_150,150,5,463.6,119,4,88,,,,,,
zelkova_serrata_greenvase,zs_150,150,6,460.5,100,8,89,,,,,,
zelkova_serrata_greenvase,zs_150,150,7,416.4,107,1,108,,,,,,
zelkova_serrata_greenvase,zs_150,150,8,432.7,140,6,98,,,,,,
zelkova_serrata_greenvase,zs_150,150,9,385.8,107,4,112,,,,,,
zelkova_serrata_greenvase,zs_150,150,10,400.4,124,2,139,,,,,,
