batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
E50011,agonis_flexuosa,30,1,179.7,30,8,48,7.6,8.02,7.01,,,
E50011,agonis_flexuosa,30,2,143.2,23,5,51,7.63,11.62,9.4,,,
E50011,agonis_flexuosa,30,3,124.4,37,6,67,8.55,5.29,6.99,,,
E50011,agonis_flexuosa,30,4,123.7,29,7,33,7.71,7.52,7.72,,,
E50011,agonis_flexuosa,30,5,130.5,32,9,60,7.08,6.52,4.58,,,
E50011,agonis_flexuosa,30,6,104.3,31,5,46,4.94,4.86,3.95,,,
E50011,agonis_flexuosa,30,7,123.6,30,8,58,9.03,6.98,7.41,,,
E50011,agonis_flexuosa,30,8,136.6,35,11,58,8.99,7.51,4.93,,,
E50011,agonis_flexuosa,30,9,124.4,30,8,68,7.84,3.72,9.88,,,
E50011,agonis_flexuosa,30,10,123.4,31,9,60,4.99,3.75,8.81,,,
A40101,agonis_flexuosa,200,1,313.6,142,2,117,7.16,5.34,7.48,0.088,0.071,0.099
A40101,agonis_flexuosa,200,2,243.7,42,3,126,6.52,5.09,4.81,0.1,0.07,0.076
A40101,agonis_flexuosa,200,3,297,112,1,151,4.72,4.4,4.68,0.062,0.047,0.053
A40101,agonis_flexuosa,200,4,320.6,107,3,137,4.84,5.29,6.42,0.064,0.073,0.095
A40101,agonis_flexuosa,200,5,325.1,145,5,139,7.61,12.46,7.14,0.175,0.269,0.176
A40101,agonis_flexuosa,200,6,310.4,108,4,136,5.89,5.96,6.94,0.085,0.082,0.102
A40101,agonis_flexuosa,200,7,321.5,123,3,108,8.26,8.6,9.81,0.164,0.173,0.144
A40101,agonis_flexuosa,200,8,296.6,134,8,108,4.28,4.15,5.53,0.051,0.05,0.065
A40101,agonis_flexuosa,200,9,383.8,140,3,138,4.79,4.42,7.53,0.059,0.059,0.103
A40101,agonis_flexuosa,200,10,241.8,105,3,96,8.46,6.73,9.31,0.083,0.06,0.11
50324,agonis_flexuosa,400,1,396,113,1,141,6.61,4.22,6.72,0.105,0.078,0.115
50324,agonis_flexuosa,400,2,409.6,118,2,254,4.65,4.71,4.88,0.072,0.08,0.066
50324,agonis_flexuosa,400,3,353.7,137,3,209,6.92,6.35,7.92,0.106,0.121,0.148
50324,agonis_flexuosa,400,4,325.9,77,3,193,8.59,10.31,6.32,0.156,0.132,0.088
50324,agonis_flexuosa,400,5,377,111,4,198,5.56,4.96,6.52,0.098,0.099,0.119
50324,agonis_flexuosa,400,6,284.6,90,3,174,3.84,5.91,3.7,0.056,0.082,0.059
50324,agonis_flexuosa,400,7,395.5,108,4,194,6.04,7.16,8.77,0.085,0.103,0.156
50324,agonis_flexuosa,400,8,391.2,149,3,203,5.59,5.56,3.52,0.069,0.086,0.043
50324,agonis_flexuosa,400,9,332.2,153,3,141,7.72,8.84,6.2,0.125,0.15,0.11
50324,agonis_flexuosa,400,10,313.1,58,2,141,4.89,4.48,3.96,0.095,0.078,0.066
60100,agonis_flexuosa,500,1,345,103,3,200,8.98,6.86,7.03,0.122,0.124,0.098
60100,agonis_flexuosa,500,2,480.6,140,3,200,5.79,8.33,7.65,0.075,0.121,0.118
60100,agonis_flexuosa,500,3,317.6,94,4,133,5.31,7.81,5.04,0.105,0.101,0.099
A40273,agonis_flexuosa_burgundy,300,1,361.1,76,4,123,6.81,7.44,5.01,0.17,0.099,0.099
A40273,agonis_flexuosa_burgundy,300,2,380.9,77,8,152,4.69,8.51,7.85,0.092,0.149,0.129
A40273,agonis_flexuosa_burgundy,300,3,363.4,76,7,156,6.81,6.35,7.01,0.075,0.115,0.056
50299,agonis_flexuosa_burgundy,90,1,273,45,6,121,8.95,8.09,7.82,0.157,0.131,0.14
50299,agonis_flexuosa_burgundy,90,2,228.7,67,4,125,8.31,7.1,3.6,0.161,0.108,0.075
50299,agonis_flexuosa_burgundy,90,3,271.5,55,4,108,5.91,5.18,7.51,0.084,0.086,0.131
50299,agonis_flexuosa_burgundy,90,4,244.8,53,7,111,5.09,5.79,6.35,0.105,0.05,0.086
50299,agonis_flexuosa_burgundy,90,5,261.5,54,4,113,13.18,9.83,5.22,0.243,0.188,0.085
50299,agonis_flexuosa_burgundy,90,6,237,50,4,125,6.41,4.87,5.76,0.109,0.079,0.085
50299,agonis_flexuosa_burgundy,90,7,236.4,54,5,103,4.84,6.1,6.29,0.074,0.106,0.092
50299,agonis_flexuosa_burgundy,90,8,259.4,68,6,118,8.39,8.21,5.14,0.14,0.114,0.077
50299,agonis_flexuosa_burgundy,90,9,255.4,58,6,76,5.27,4.82,5.22,0.078,0.074,0.079
50299,agonis_flexuosa_burgundy,90,10,220.2,55,5,113,4.61,7.41,9.02,0.063,0.137,0.175
E50014,angophora_costata,30,1,205.8,27,11,60,15.38,18.21,14.72,0.23,0.3,0.24
E50014,angophora_costata,30,2,205.5,37,10,45,20.34,26.16,30.55,0.39,0.45,0.54
E50014,angophora_costata,30,3,127.9,43,9,56,25.02,25.3,44.22,0.48,0.48,0.84
E50014,angophora_costata,30,4,211.4,39,12,38,13.34,20.91,30.81,0.2,0.43,0.61
E50014,angophora_costata,30,5,141.9,41,12,47,15.98,19.12,25.3,0.35,0.38,0.49
E50014,angophora_costata,30,6,212.6,36,12,57,22.81,24.81,29.8,0.39,0.4,0.61
E50014,angophora_costata,30,7,183.8,38,11,46,24.81,35.8,40.02,0.45,0.73,0.85
E50014,angophora_costata,30,8,174.3,40,6,56,25.61,24.98,25.2,0.56,0.56,0.45
E50014,angophora_costata,30,9,204,39,13,57,25.49,25.96,21.31,0.37,0.4,0.36
E50014,angophora_costata,30,10,174.2,37,12,50,24.4,24.08,23.33,0.4,0.44,0.4
E40110,araucaria_heterophylla,30,1,136.5,19,20,43,,,,,,
E40110,araucaria_heterophylla,30,2,119.1,13,15,53,,,,,,
E40110,araucaria_heterophylla,30,3,166.3,16,20,38,,,,,,
E40110,araucaria_heterophylla,30,4,156.8,15,17,40,,,,,,
E40110,araucaria_heterophylla,30,5,155.9,13,22,49,,,,,,
E40110,araucaria_heterophylla,30,6,166.4,17,17,47,,,,,,
E40110,araucaria_heterophylla,30,7,134,17,16,34,,,,,,
E40110,araucaria_heterophylla,30,8,150.9,14,13,49,,,,,,
E40110,araucaria_heterophylla,30,9,137.1,12,18,35,,,,,,
E40110,araucaria_heterophylla,30,10,138.2,16,18,39,,,,,,
50194,araucaria_heterophylla,90,1,204.7,54,10,95,,,,,,
50194,araucaria_heterophylla,90,2,208.1,49,13,97,,,,,,
50194,araucaria_heterophylla,90,3,216.6,62,8,80,,,,,,
50194,araucaria_heterophylla,90,4,199,49,8,99,,,,,,
50194,araucaria_heterophylla,90,5,204.3,52,14,108,,,,,,
50194,araucaria_heterophylla,90,6,235.5,62,9,101,,,,,,
50194,araucaria_heterophylla,90,7,207.3,55,10,109,,,,,,
50194,araucaria_heterophylla,90,8,198.1,44,11,96,,,,,,
50194,araucaria_heterophylla,90,9,249.9,53,12,100,,,,,,
50194,araucaria_heterophylla,90,10,251.8,58,8,104,,,,,,
R20115,araucaria_heterophylla,200,1,322.7,50,9,96,,,,,,
R20115,araucaria_heterophylla,200,2,308.4,51,11,74,,,,,,
R20115,araucaria_heterophylla,200,3,306.6,44,15,91,,,,,,
R20115,araucaria_heterophylla,200,4,313.7,40,11,97,,,,,,
R20115,araucaria_heterophylla,200,5,311.5,50,14,90,,,,,,
R20115,araucaria_heterophylla,200,6,265.7,46,13,110,,,,,,
R20115,araucaria_heterophylla,200,7,323.2,46,12,87,,,,,,
R20115,araucaria_heterophylla,200,8,274.5,42,13,83,,,,,,
R20115,araucaria_heterophylla,200,9,298.4,43,18,94,,,,,,
R20115,araucaria_heterophylla,200,10,318.6,40,11,87,,,,,,
A40349,araucaria_heterophylla,500,1,301.4,45,18,116,,,,,,
A40349,araucaria_heterophylla,500,2,410.5,61,16,133,,,,,,
A40349,araucaria_heterophylla,500,3,324.5,55,14,137,,,,,,
A40349,araucaria_heterophylla,500,4,345.8,43,9,120,,,,,,
A40349,araucaria_heterophylla,500,5,371.9,47,13,136,,,,,,
A40349,araucaria_heterophylla,500,6,400.3,52,11,134,,,,,,
A40349,araucaria_heterophylla,500,7,368.8,31,13,114,,,,,,
50122,banksia_integrifolia,30,1,160.7,97,8,47,43.11,38.4,42.32,0.87,0.71,0.72
50122,banksia_integrifolia,30,2,168.5,59,4,35,25.35,25.42,25.14,0.45,0.41,0.4
50122,banksia_integrifolia,30,3,172,93,9,33,24.11,19.09,17.8,0.31,0.44,0.45
50122,banksia_integrifolia,30,4,203.7,132,6,32,39.6,42.34,41.6,0.75,0.75,0.66
50122,banksia_integrifolia,30,5,164.8,55,2,31,29.59,26.35,17.01,0.59,0.54,0.25
50122,banksia_integrifolia,30,6,168.6,45,2,30,38.73,33.67,24.15,0.74,0.74,0.42
50122,banksia_integrifolia,30,7,145,6,4,36,47.37,43.71,46.06,0.97,0.85,0.88
