species,batch_id,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
olea_europaea,oe_50,50,2,166.1,70,6,47,10.7,11.2,9.4,0.32,0.32,0.28
olea_europaea,oe_50,50,3,169.2,58,8,51,10.3,6.2,10.9,0.34,0.18,0.29
olea_europaea,oe_50,50,4,201.5,38,5,81,6.4,7.6,7.4,0.18,0.21,0.19
olea_europaea,oe_50,50,5,187,15,12,47,6.5,9.3,10.4,0.18,0.27,0.3
olea_europaea,oe_50,50,6,204,21,4,46,9.1,10.5,7.5,0.3,0.32,0.22
olea_europaea,oe_50,50,7,158.1,31,7,57,8.1,8.5,11,0.27,0.27,0.35
olea_europaea,oe_50,50,8,208.9,29.5,7,49,7.1,9.9,10,0.19,0.32,0.3
olea_europaea,oe_50,50,9,183.6,1,4,66,8.4,9.4,7.9,0.26,0.32,0.22
pyrus_calleryana_clevelandselect,pcc_200,200,1,431.5,30,3,66,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,2,426.2,68,5,65,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,3,433.3,33,3,78,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,4,414.9,72,6,75,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,5,435,78,6,77,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,6,443,68,6,78,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,7,453.1,37,4,65,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,8,409.9,77,5,93,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,9,418.2,62,6,77,,,,,,
pyrus_calleryana_clevelandselect,pcc_200,200,10,414.9,67,4,70,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,1,239.6,27,9,37,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,2,263.1,33,8,42,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,3,239.8,31,8,47,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,4,217.3,32,8,39,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,5,237,21,6,36,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,6,229.8,35,6,40,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,7,261.3,32,6,33,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,8,253,31,9,36,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,9,256.5,33,8,35,,,,,,
pyrus_calleryana_clevelandselect,pcc_100,100,10,229.9,31,9,42,,,,,,
tristaniopsis_laurina,tl_50,50,1,159.6,17,9,35,10.17,10.98,7.79,0.2,0.18,0.12
tristaniopsis_laurina,tl_50,50,2,171.1,14,6,42,17.26,20.93,17.98,0.28,0.38,0.31
tristaniopsis_laurina,tl_50,50,3,205.7,46,12,54,12.68,28.46,,0.2,0.48,
tristaniopsis_laurina,tl_50,50,4,205.7,29,10,50,12.17,12.26,15.74,0.21,0.2,0.26
tristaniopsis_laurina,tl_50,50,5,203.4,21,11,45,21.96,29.6,11.41,0.48,0.54,0.18
tristaniopsis_laurina,tl_50,50,6,262.3,14,2,49,20.5,8.48,10.65,0.39,0.19,0.19
tristaniopsis_laurina,tl_50,50,7,195.7,37,4,37,25.29,23.7,21.25,0.41,0.39,0.37
tristaniopsis_laurina,tl_50,50,8,216.7,33,3,47,14.09,10.62,15.86,0.25,0.15,0.31
tristaniopsis_laurina,tl_50,50,9,224.5,36,4,41,17.42,29.2,50.6,0.28,0.46,0.84
tristaniopsis_laurina,tl_50,50,10,189.3,30,8,49,19.43,11.87,11.7,0.35,0.21,0.19
tristaniopsis_laurina_luscious,tll_100,100,1,278.7,58,6,42,18.7,17.3,20.4,0.26,0.23,0.26
tristaniopsis_laurina_luscious,tll_100,100,2,277.2,61,5,39,22.6,28.9,20,0.38,0.39,0.27
tristaniopsis_laurina_luscious,tll_100,100,3,280,64,6,53,37.6,28.1,27,0.66,0.3,0.4
tristaniopsis_laurina_luscious,tll_100,100,4,283.3,44,7,41,23.3,31,38.3,0.35,0.49,0.56
tristaniopsis_laurina_luscious,tll_100,100,5,264.9,47,4,41,28.9,28.5,46.9,0.47,0.39,0.8
tristaniopsis_laurina_luscious,tll_100,100,6,275.9,41,5,43,22.7,26.2,39.5,0.31,0.4,0.58
tristaniopsis_laurina_luscious,tll_100,100,7,265.3,46,3,41,19.5,23.7,23.9,0.26,0.34,0.3
tristaniopsis_laurina_luscious,tll_100,100,8,268.7,35,4,42,17.8,22.3,29.2,0.25,0.32,0.44
tristaniopsis_laurina_luscious,tll_100,100,9,297.2,56,5,44,21.6,37.9,39.1,0.36,0.7,0.63
tristaniopsis_laurina_luscious,tll_100,100,10,280.1,45,6,50,19.1,26.2,24.9,0.25,0.37,0.32
tristaniopsis_laurina_luscious,tll_300,300,1,371.7,50,2,101,46.48,40.34,27.71,0.85,0.68,0.48
tristaniopsis_laurina_luscious,tll_300,300,2,385.4,60,6,102,31.05,30.25,31.36,0.51,0.5,0.54
ulmus_parvifolia,up_200,200,1,375.1,28,9,94,,,,,,
ulmus_parvifolia,up_200,200,2,348.8,46,8,132,,,,,,
ulmus_parvifolia,up_200,200,3,369.8,39,8,108,,,,,,
ulmus_parvifolia,up_200,200,4,375.6,41,7,129,,,,,,
ulmus_parvifolia,up_200,200,5,353,27,6,90,,,,,,
ulmus_parvifolia,up_200,200,6,397.7,28,8,113,,,,,,
waterhousea_floribunda,wf_40cm,35,1,199.9,6,7,42.8,15.2,11.9,16.3,0.14,0.13,0.19
waterhousea_floribunda,wf_40cm,35,2,178.1,1,7,44,10.4,14.7,16.8,0.12,0.16,0.19
waterhousea_floribunda,wf_40cm,35,3,184.2,1,11,55.6,8.4,16.5,19.6,0.11,0.21,0.24
waterhousea_floribunda,wf_40cm,35,4,193.5,4,5,49.5,15.9,17,14.9,0.16,0.16,0.17
waterhousea_floribunda,wf_40cm,35,5,182,1,7,53,17.2,17,17,0.15,0.18,0.16
waterhousea_floribunda,wf_40cm,35,6,183.1,8,6,61,16.1,19.6,13.8,0.2,0.22,0.14
waterhousea_floribunda,wf_40cm,35,7,192.2,3,4,59,10.6,17.2,7,0.1,0.21,0.05
waterhousea_floribunda,wf_40cm,35,8,206.4,4,40,62,13.2,14.5,8.4,0.13,0.11,0.1
waterhousea_floribunda,wf_40cm,35,9,207.5,8,4,59,7.8,19.2,20,0.07,0.17,0.17
waterhousea_floribunda,wf_40cm,35,10,220.9,6,7,50,9.8,14,9.9,0.1,0.13,0.11
waterhousea_floribunda,wf_150,150,1,338.6,27,2,81,27.2,25.8,25.9,0.31,0.27,0.27
waterhousea_floribunda,wf_150,150,2,376.4,17,5,79,19.1,13.6,13.8,0.15,0.14,0.14
waterhousea_floribunda,wf_150,150,3,376.4,22,5,80,17.5,13.9,14.7,0.16,0.14,0.16
waterhousea_floribunda,wf_150,150,4,380.2,37,6,93,16.1,17,16.4,0.15,0.15,0.12
waterhousea_floribunda,wf_150,150,5,358.6,38,5,88,18.9,26.7,21.3,0.2,0.28,0.23
waterhousea_floribunda,wf_150,150,6,372.2,36,5,103,28.3,14.3,11.2,0.3,0.14,0.11
waterhousea_floribunda,wf_150,150,7,347.1,25,6,102,37.5,28.8,20.8,0.29,0.31,0.18
waterhousea_floribunda,wf_150,150,8,347.1,36,8,96,16,15.2,19.4,0.14,0.13,0.15
waterhousea_floribunda,wf_150,150,9,394,37,6,97,23.1,30.2,15.8,0.3,0.29,0.16
waterhousea_floribunda,wf_150,150,10,354.8,25,5,81,37.1,16.8,24,0.36,0.14,0.21
waterhousea_floribunda,wf_100,100,1,359.4,22,9,88,11.65,24,13.01,0.1,0.22,0.17
waterhousea_floribunda,wf_100,100,2,324.7,17,8,77,36.06,17.52,22.07,0.32,0.14,0.18
waterhousea_floribunda,wf_100,100,3,308.6,4,4,74,17.98,29.88,20.97,0.17,0.27,0.21
waterhousea_floribunda,wf_100,100,4,341.7,22,10,73,20.36,24.53,23.75,0.18,0.19,0.16
waterhousea_floribunda,wf_100,100,5,325.8,4,6,66,29.03,16.39,15.53,0.29,0.17,0.17
waterhousea_floribunda,wf_100,100,6,316,29,8,83,29.18,18.56,30.72,0.21,0.18,0.26
waterhousea_floribunda,wf_100,100,7,297,1,5,85,23.41,27.14,22.17,0.23,0.27,0.22
waterhousea_floribunda,wf_100,100,8,225,7,10,60,11.54,13.04,16.49,0.1,0.12,0.16
waterhousea_floribunda,wf_100,100,9,232.9,8,2,77,17.92,25.16,19.54,0.17,0.27,0.19
waterhousea_floribunda,wf_100,100,10,235.9,26,7,72,5.92,18.76,19.22,0.13,0.23,18
