species,batch_id,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
araucaria_heterophylla,ah_300,300,1,475,37,11,140,,,,,,
araucaria_heterophylla,ah_300,300,2,460.1,55,9,156,,,,,,
araucaria_heterophylla,ah_1500,1500,1,692,55,4,235,,,,,,
araucaria_heterophylla,ah_1500,1500,2,652.4,56,10,256,,,,,,
brachychiton_acerifolius,ba_750,750,1,490.5,165,5,143,113.6,132.1,136.1,0.86,1.93,2.15
brachychiton_acerifolius,ba_750,750,2,520.7,200,5,150,126.6,140.1,139,1.81,2.02,2.21
brachychiton_acerifolius,ba_750,750,3,490.8,159,4,145,58.2,117.8,139.7,0.71,1.59,1.7
brachychiton_acerifolius,ba_750,750,4,515.5,143,4,135,83.9,78.7,89.9,0.94,1,1.65
brachychiton_acerifolius,ba_150,150,1,314.3,124,5,72,74.8,73.2,61.6,0.79,0.66,0.78
brachychiton_acerifolius,ba_150,150,2,305.7,154,6,70,125.7,142.8,163.7,1.76,2.27,3.86
brachychiton_acerifolius,ba_150,150,3,313.2,123,4,92,60.8,81.2,66.4,1.04,0.89,1.2
brachychiton_acerifolius,ba_150,150,4,280.7,90,3,101,45.9,101.9,123.3,0.43,1.42,1.45
brachychiton_acerifolius,ba_150,150,5,302.5,97,4,98,84.2,96.3,57.7,0.95,1.14,0.48
brachychiton_acerifolius,ba_150,150,6,309.7,150,12,73,104.5,116.2,133.4,1.31,1.42,1.89
callistemon_kingsparkspecial,ck_45_upper,45,1,244.9,16,10,75,7,5.2,4.5,0.11,0.09,0.09
callistemon_kingsparkspecial,ck_45_upper,45,2,248.4,12,6,58,5.1,4.6,5.5,0.13,0.16,0.14
callistemon_kingsparkspecial,ck_45_upper,45,3,275.8,8,10,62,4.6,6.2,5.6,0.08,0.1,0.08
callistemon_kingsparkspecial,ck_45_upper,45,4,245,17,8,85,5.9,4.9,5.1,0.12,0.08,0.12
callistemon_kingsparkspecial,ck_45_upper,45,5,242.6,26,6,76,7.2,3.4,3.2,0.13,0.04,0.03
callistemon_kingsparkspecial,ck_45_upper,45,6,258.6,5,12,62,6.7,6.9,6.5,0.14,0.14,0.12
callistemon_kingsparkspecial,ck_45_upper,45,7,264.2,9,14,69,4.4,5.5,6.4,0.09,0.09,0.11
callistemon_kingsparkspecial,ck_45_upper,45,8,243.4,10,8,68,5.8,4.4,4.8,0.09,0.07,0.09
callistemon_kingsparkspecial,ck_45_upper,45,9,242.1,22,12,64,7.3,4.4,4.9,0.14,0.08,0.08
callistemon_kingsparkspecial,ck_45_upper,45,10,248.5,15,12,91,4.8,6.1,5.8,0.08,0.13,0.11
callistemon_kingsparkspecial,ck_45_c239,45,1,239.3,33,8,58,5.9,6.1,4.3,0.11,0.11,0.08
callistemon_kingsparkspecial,ck_45_c239,45,2,261.8,22,6,66,5.5,4.9,5.8,0.11,0.08,0.09
callistemon_kingsparkspecial,ck_45_c239,45,3,228.5,50,4,72,5.9,5.5,4.9,0.14,0.11,0.09
callistemon_kingsparkspecial,ck_45_c239,45,4,256.4,38,6,72,4.9,6.8,4.4,0.06,0.17,0.07
callistemon_kingsparkspecial,ck_45_c239,45,5,258.5,49,3,68,5.4,6.5,4.9,0.11,0.14,0.08
callistemon_kingsparkspecial,ck_45_c239,45,6,264.6,45,7,61,5.7,4.3,3.9,0.1,0.1,0.05
callistemon_kingsparkspecial,ck_45_c239,45,7,265.3,51,7,83,5.2,5,5.6,0.11,0.08,0.1
callistemon_kingsparkspecial,ck_45_c239,45,8,278.6,18,1,79,5.8,4.9,4.1,0.12,0.08,0.06
callistemon_kingsparkspecial,ck_45_c239,45,9,278.2,13,10,72,4.8,5.9,5.5,0.08,0.11,0.08
callistemon_kingsparkspecial,ck_45_c239,45,10,251.4,16,5,84,6.5,8.5,4,0.1,0.19,0.04
corymbia_citriodora,cc_100,100,1,336.3,51,4,114,35.6,26.9,42.2,0.43,0.32,0.58
corymbia_citriodora,cc_100,100,2,337.3,57,4,94,41.5,38.9,,0.63,0.52,
corymbia_citriodora,cc_100,100,3,315.8,52,1,67,18.1,28.7,21.3,0.19,0.33,0.21
corymbia_citriodora,cc_100,100,4,350.5,95,4,110,22.9,21.5,18.2,0.24,0.19,0.18
corymbia_citriodora,cc_100,100,5,322.2,57,8,83,18.6,22.7,36.7,0.22,0.32,0.45
corymbia_citriodora,cc_100,100,6,301.8,59,3,84,32.3,23.6,24.2,0.36,0.26,0.27
corymbia_citriodora,cc_100,100,7,338.8,38,6,99,25.9,25.1,14.4,0.31,0.27,0.13
corymbia_citriodora,cc_100,100,8,358.8,69,5,118,38.3,39.6,34.8,0.39,0.38,0.35
corymbia_citriodora,cc_100,100,9,386.5,83,2,92,28.2,29,37.5,0.32,0.37,0.52
corymbia_citriodora,cc_100,100,10,327.4,81,3,91,20.8,28.6,30.5,0.28,0.25,0.58
fraxinus_pennsylvanica_urbanite,fpu_45,45,1,253.9,53,5,39,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,2,250.7,63,5,42,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,3,238.2,62,4,33,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,4,233.6,51,3,41,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,5,273.2,71,5,40,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,6,235,58,2,39,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,7,248,53,3,40,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,8,246.7,74,5,45,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,9,234.1,54,4,39,,,,,,
fraxinus_pennsylvanica_urbanite,fpu_45,45,10,245.2,54,4,42,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,1,248.3,60,6,25,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,2,287.1,112,7,17,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,3,253.1,48,5,34,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,4,253,58,6,44,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,5,249.9,53,6,39,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,6,262.6,56,3,52,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,7,258.1,48,6,35,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,8,266.2,55,6,43,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,9,266.9,60,7,30,,,,,,
fraxinus_pennsylvanica_cimmaron,fpc_45,45,10,262.4,53,3,40,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,1,191.2,16,5,27,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,2,196.5,47,6,29,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,3,190.4,41,6,25,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,4,194,5,2,18,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,5,219,46,7,26,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,6,206.5,47,5,21,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,7,182.2,46,6,25,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,8,187.4,49,6,25,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,9,209.2,48,6,22,,,,,,
gleditsia_triacanthos_elegantissima,gte_45,45,10,203.1,52,6,23,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,1,254,52,3,27,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,2,235.1,55,4,18,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,3,253,46,4,37,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,4,230.6,50,4,24,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,5,243.8,48,4,39,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,6,253.6,61,2,33,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,7,259.4,58,4,35,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,8,241.2,52,3,28,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,9,256.9,54,2,38,,,,,,
gleditsia_triacanthos_continental,gtc_45,45,10,273.9,52,3,47,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,1,287.4,66,2,76,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,2,307,80,2,100,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,3,312.2,56,3,67,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,4,260.6,53,2,49,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,5,294,50,3,105,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,6,291.9,53,2,84,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,7,258.6,57,1,103,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,8,325.3,102,3,110,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,9,282.3,55,3,89,,,,,,
gleditsia_triacanthos_sunburst,gts_45,45,10,265.9,65,2,100,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,1,186,42,7,54,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,2,213.2,70,7,61,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,3,213.4,71,6,67,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,4,208.3,45,3,53,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,5,234.1,54,2,63,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,6,209.2,66,8,55,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,7,225.6,52,4,56,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,8,255.1,73,10,45,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,9,244.8,64,5,54,,,,,,
lagerstroemia_fauriei_fantasy,lff_45,45,10,210.2,41,3,61,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,1,315.8,44,10,70,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,2,332,63,9,63,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,3,306.4,56,16,74,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,4,330.7,45,15,67,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,5,302.3,40,15,81,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,6,309,49,9,59,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,7,311.7,67,8,66,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,8,293,39,14,69,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,9,324.4,54,17,64,,,,,,
lagerstroemia_indica_tuscarora,lit_150,150,10,318,53,17,71,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,1,301.8,73,4,75,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,2,280.9,48,6,82,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,3,274.1,57,8,64,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,4,261.8,59,9,73,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,5,270.1,41,6,68,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,6,287.7,51,3,56,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,7,287.6,51,4,88,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,8,296.4,49,3,98,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,9,301.9,56,10,72,,,,,,
lagerstroemia_indica_biloxi,lib_45,45,10,290.3,54,3,63,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,1,205.1,40,7,35,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,2,211.9,7,3,34,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,3,206.7,39,10,47,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,4,211.4,13,1,49,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,5,182.7,48,4,50,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,6,179.6,38,5,48,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,7,225.9,42,6,46,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,8,193.5,1,1,51,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,9,208.8,50,6,30,,,,,,
lagerstroemia_indica_kiowa,lik_45,45,10,184.9,1,1,32,,,,,,
lagerstroemia_indica_natchez,lin_45,45,1,177.1,40,5,55,,,,,,
lagerstroemia_indica_natchez,lin_45,45,2,188.9,47,5,58,,,,,,
lagerstroemia_indica_natchez,lin_45,45,3,172.9,42,10,53,,,,,,
lagerstroemia_indica_natchez,lin_45,45,4,207.9,49,6,61,,,,,,
lagerstroemia_indica_natchez,lin_45,45,5,217.5,59,6,59,,,,,,
lagerstroemia_indica_natchez,lin_45,45,6,218,78,6,88,,,,,,
lagerstroemia_indica_natchez,lin_45,45,7,202.3,68,9,67,,,,,,
lagerstroemia_indica_natchez,lin_45,45,8,216.4,61,6,81,,,,,,
lagerstroemia_indica_natchez,lin_45,45,9,198.2,57,11,65,,,,,,
lagerstroemia_indica_natchez,lin_45,45,10,200.4,78,7,50,,,,,,
lagerstroemia_indica_sioux,lis_45,45,1,177.9,45,7,33,,,,,,
lagerstroemia_indica_sioux,lis_45,45,2,162,34,6,36,,,,,,
lagerstroemia_indica_sioux,lis_45,45,3,159.5,36,5,34,,,,,,
lagerstroemia_indica_sioux,lis_45,45,4,178.2,42,6,33,,,,,,
lagerstroemia_indica_sioux,lis_45,45,5,153.9,32,7,39,,,,,,
lagerstroemia_indica_sioux,lis_45,45,6,185.2,30,5,41,,,,,,
lagerstroemia_indica_sioux,lis_45,45,7,174.8,39,4,42,,,,,,
lagerstroemia_indica_sioux,lis_45,45,8,194,38,5,32,,,,,,
lagerstroemia_indica_sioux,lis_45,45,9,151.9,43,14,34,,,,,,
lagerstroemia_indica_sioux,lis_45,45,10,177.4,39,11,29,,,,,,
lagerstroemia_indica_sioux,lis_300,300,1,275.3,39,7,69,,,,,,
lagerstroemia_indica_sioux,lis_300,300,2,286.9,50,7,74,,,,,,
lagerstroemia_indica_sioux,lis_300,300,3,350.2,45,5,97,,,,,,
lagerstroemia_indica_sioux,lis_300,300,4,324,41,7,76,,,,,,
lagerstroemia_indica_sioux,lis_300,300,5,323.9,45,7,89,,,,,,
lagerstroemia_indica_sioux,lis_300,300,6,333,40,9,65,,,,,,
lagerstroemia_indica_sioux,lis_300,300,7,304.4,44,6,97,,,,,,
lagerstroemia_indica_zuni,liz_45,45,1,151.6,35,11,32,,,,,,
lagerstroemia_indica_zuni,liz_45,45,2,146.8,27,3,35,,,,,,
lagerstroemia_indica_zuni,liz_45,45,3,170.1,34,14,37,,,,,,
lagerstroemia_indica_zuni,liz_45,45,4,163.2,38,10,39,,,,,,
lagerstroemia_indica_zuni,liz_45,45,5,160.2,43,14,23,,,,,,
lagerstroemia_indica_zuni,liz_45,45,6,152.3,29,12,34,,,,,,
lagerstroemia_indica_zuni,liz_45,45,7,147.6,38,10,34,,,,,,
lagerstroemia_indica_zuni,liz_45,45,8,166,47,9,35,,,,,,
lagerstroemia_indica_zuni,liz_45,45,9,160.9,32,10,42,,,,,,
lagerstroemia_indica_zuni,liz_45,45,10,174.1,39,8,40,,,,,,
lophostemon_confertus,lc_100,100,1,300.7,39,5,91,79.4,85.1,51.2,1.36,1.56,0.85
lophostemon_confertus,lc_100,100,2,280.4,41,7,81,47.3,45.5,34.3,0.59,0.53,0.43
lophostemon_confertus,lc_100,100,3,300.7,35,8,82,80.9,76.5,35.4,1.31,1.06,0.46
lophostemon_confertus,lc_100,100,4,330.3,51,13,89,56.9,64.2,103.2,0.87,0.86,1.41
lophostemon_confertus,lc_100,100,5,276.2,42,4,72,30.8,40.5,56.9,0.38,0.5,0.71
lophostemon_confertus,lc_100,100,6,286.7,66,9,79,46.7,84.8,73.8,0.62,1,0.85
lophostemon_confertus,lc_100,100,7,276,39,3,76,38.6,64.9,83.5,0.51,0.86,1.23
lophostemon_confertus,lc_100,100,8,285.1,64,10,88,76.4,43.6,44.2,0.91,0.48,0.61
lophostemon_confertus,lc_100,100,9,257.6,49,4,84,33.6,24.9,35.3,0.35,0.3,0.39
lophostemon_confertus,lc_100,100,10,291.4,43,9,82,84.5,83.6,67.9,1.2,1.11,0.95
lophostemon_confertus,lc_45,45,1,255.2,99,3,75,42.9,58.3,43.3,0.51,1.14,0.61
lophostemon_confertus,lc_45,45,2,266.5,90,4,89,136.9,39.5,51.8,2.75,0.57,0.84
lophostemon_confertus,lc_45,45,3,241.4,69,3,75,30.8,47.7,67.1,0.39,0.98,0.89
lophostemon_confertus,lc_45,45,4,263.6,82,1,57,37.8,57.2,96.7,0.53,1.02,1.84
lophostemon_confertus,lc_45,45,5,225.4,38,2,82,55.9,23.6,58.8,0.82,0.33,0.93
lophostemon_confertus,lc_45,45,6,252,83,3,85,41.7,127.4,42.4,0.58,2,0.58
lophostemon_confertus,lc_45,45,7,240.1,39,2,79,34.3,49.5,63.7,0.55,0.8,0.88
lophostemon_confertus,lc_45,45,8,247.7,38,6,66,60.5,107.4,88.2,1.01,1.86,1.54
lophostemon_confertus,lc_45,45,9,262.6,112,3,67,44,70.9,24,0.56,1,0.3
lophostemon_confertus,lc_45,45,10,244.7,41,4,79,84.7,75.1,58.3,1.31,1.14,0.82
magnolia_grandiflora_greenback,mgg_300,300,1,318.3,28,5,106,39.5,102.6,54.9,0.79,2.13,1.04
magnolia_grandiflora_greenback,mgg_300,300,2,323,27,7,99,47.9,46.6,72,0.95,0.99,1.45
magnolia_grandiflora_greenback,mgg_300,300,3,304.1,34,8,96,81.2,41.6,50.6,1.69,0.87,1.24
magnolia_grandiflora_greenback,mgg_300,300,4,316.5,30,4,86,56.2,75.3,61.3,1.01,1.42,1.2
magnolia_grandiflora_greenback,mgg_300,300,5,322.1,13,5,90,56.6,71.6,58.6,1.09,1.39,1.3
magnolia_grandiflora_greenback,mgg_300,300,6,317.9,20,5,91,68.6,44.8,101.6,1.34,1.12,2.17
magnolia_grandiflora_greenback,mgg_300,300,7,305,29,5,96,47.8,53.4,48.3,1.01,1.13,0.78
magnolia_grandiflora_greenback,mgg_300,300,8,335.1,4,3,93,54.3,73.3,89.4,1.15,1.44,1.59
magnolia_grandiflora_greenback,mgg_300,300,9,314,42,5,95,47.8,67.2,88.9,0.83,1.38,1.91
magnolia_grandiflora_greenback,mgg_300,300,10,308.8,9,4,90,82.9,67,101.4,1.6,1.21,2.03
olea_europaea_newnoricamission,oen__45,45,1,249.9,70,7,60,7.1,8.2,6.7,0.11,0.15,0.12
olea_europaea_newnoricamission,oen__45,45,3,290.8,61,3,74,5.7,12.1,5.8,0.11,0.24,0.11
olea_europaea_newnoricamission,oen__45,45,3,205.7,62,9,62,4.9,4.9,13,0.1,0.09,0.29
olea_europaea_newnoricamission,oen__45,45,4,247.7,27,1,67,3.2,5.7,5.8,0.05,0.12,0.13
olea_europaea_newnoricamission,oen__45,45,5,225.3,43,3,56,7.7,6.4,4.9,0.15,0.12,0.08
olea_europaea_newnoricamission,oen__45,45,6,181.3,45,3,58,6.8,7.2,7.2,0.13,0.12,0.13
olea_europaea_newnoricamission,oen__45,45,7,177.6,57,6,66,4,6.9,5.4,0.07,0.12,0.09
olea_europaea_newnoricamission,oen__45,45,8,188.6,59,10,69,8.2,6.3,3.9,0.15,0.13,0.08
olea_europaea_newnoricamission,oen__45,45,9,160.9,34,3,58,4.7,5.9,9.3,0.09,0.16,0.17
olea_europaea_newnoricamission,oen__45,45,10,231.1,36,3,60,4.2,7.4,6.6,0.08,0.15,0.16
olea_europaea_swanhill,oes_45,45,1,214.9,64,7,65,6.7,5.9,6.6,0.18,0.16,0.16
olea_europaea_swanhill,oes_45,45,2,198.1,39,6,77,7.8,6.9,11.8,0.23,0.2,0.27
olea_europaea_swanhill,oes_45,45,3,185.5,47,5,68,17.3,9.8,6.2,0.41,0.37,0.13
olea_europaea_swanhill,oes_45,45,4,214.3,54,9,73,4.9,8.1,6.3,0.12,0.2,0.14
olea_europaea_swanhill,oes_45,45,5,216.4,32,4,64,6,7.7,7.9,0.15,0.16,0.21
olea_europaea_swanhill,oes_45,45,6,195,47,4,71,6.4,6.6,9.1,,0.16,0.22
olea_europaea_swanhill,oes_45,45,7,241,44,5,57,10.3,7.3,7.8,0.27,0.22,0.24
olea_europaea_swanhill,oes_45,45,8,207,30,4,62,11.3,7.3,10.4,0.3,0.19,0.26
olea_europaea_swanhill,oes_45,45,9,212.4,56,4,51,7.5,8.8,6.9,0.18,0.22,0.16
olea_europaea_swanhill,oes_45,45,10,224.6,33,1,49,7.3,7.2,7.4,0.21,0.16,0.19
olea_europaea_tolleysupright,oet_45,45,1,178.2,30,7,63,4.9,3.9,6.3,0.08,0.05,0.07
olea_europaea_tolleysupright,oet_45,45,2,176.3,30,7,37,5.6,3.6,5,0.11,0.07,0.16
olea_europaea_tolleysupright,oet_45,45,3,167.8,18,8,43,6.9,4.4,5,0.14,0.07,0.09
olea_europaea_tolleysupright,oet_45,45,4,145.2,21,4,71,2.9,2.1,2.5,0.04,0.04,0.03
olea_europaea_tolleysupright,oet_45,45,5,185,31,9,46,3.7,8,6.2,0.12,0.19,0.12
olea_europaea_tolleysupright,oet_45,45,6,158,15,7,42,3.9,5.2,6.1,0.07,0.1,0.12
olea_europaea_tolleysupright,oet_45,45,7,173.7,31,10,40,7,6.8,6.1,0.13,0.12,0.11
olea_europaea_tolleysupright,oet_45,45,8,221.9,15,3,54,6.2,3,2.5,0.15,0.04,0.04
olea_europaea_tolleysupright,oet_45,45,9,145.4,20,6,52,4,8.2,7.1,0.07,0.18,0.15
olea_europaea_tolleysupright,oet_45,45,10,134.4,24,12,59,5.3,6.3,3.6,0.11,0.12,0.06
platanus_x_acerifolia,pa_150,150,1,453.6,109,2,58,,,,,,
platanus_x_acerifolia,pa_150,150,2,442.6,121,4,51,,,,,,
platanus_x_acerifolia,pa_150,150,3,445.5,149,6,72,,,,,,
platanus_x_acerifolia,pa_150,150,4,439,117,3,75,,,,,,
platanus_x_acerifolia,pa_150,150,5,255.6,124,3,48,,,,,,
platanus_x_acerifolia,pa_150,150,6,454.5,101,3,67,,,,,,
platanus_x_acerifolia,pa_150,150,7,430.5,94,3,77,,,,,,
platanus_x_acerifolia,pa_150,150,8,407.5,90,4,47,,,,,,
platanus_x_acerifolia,pa_150,150,9,421.9,117,3,52,,,,,,
platanus_x_acerifolia,pa_150,150,10,431.5,96,3,65,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,1,500.1,90,7,70,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,2,534.5,95,8,75,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,3,495.4,53,9,92,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,4,516.5,71,6,80,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,5,544.3,37,4,71,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,6,511.8,51,2,83,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,7,521.7,87,4,94,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,8,479.2,53,3,91,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,9,508.2,72,8,131,,,,,,
pyrus_calleryana_chanticleer,pcc_750,750,10,503,59,8,86,,,,,,
pyrus_calleryana_chanticleer,pcc_300,300,1,482.9,68,7,83,,,,,,
pyrus_calleryana_chanticleer,pcc_300,300,2,437.4,41,3,102,,,,,,
pyrus_calleryana_chanticleer,pcc_300,300,3,459.4,74,7,100,,,,,,
pyrus_calleryana_chanticleer,pcc_300,300,4,466.3,41,2,95,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,1,385.6,85,6,60,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,2,398.2,57,4,55,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,3,372.4,70,5,38,,,,,,
