species,batch_id,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
pyrus_calleryana_chanticleer,pcc_150,150,4,360.1,78,6,51,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,5,363.2,78,5,45,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,6,380.6,79,7,54,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,7,346.1,60,6,52,,,,,,
pyrus_calleryana_chanticleer,pcc_150,150,8,363.4,84,6,39,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,1,272.8,50,6,40,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,2,256.5,56,4,36,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,3,238.4,57,7,48,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,4,262.4,54,3,39,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,5,246.2,51,5,25,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,6,250.3,49,8,35,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,7,258.6,56,4,37,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,8,262.1,55,3,19,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,9,267.7,41,4,22,,,,,,
pyrus_calleryana_chanticleer,pcc_45,45,10,245.5,51,6,42,,,,,,
ulmus_parvifolia_todd,upt_150,150,1,236.5,37,5,53,,,,,,
ulmus_parvifolia_todd,upt_150,150,2,276.9,50,7,66,,,,,,
ulmus_parvifolia_todd,upt_150,150,3,269.5,16,2,75,,,,,,
ulmus_parvifolia_todd,upt_150,150,4,286.2,53,9,118,,,,,,
ulmus_parvifolia_todd,upt_150,150,5,336.8,56,8,105,,,,,,
ulmus_parvifolia_todd,upt_150,150,6,325.2,56,12,98,,,,,,
ulmus_parvifolia_todd,upt_150,150,7,284.7,61,9,75,,,,,,
ulmus_parvifolia_todd,upt_150,150,8,310.5,51,6,99,,,,,,
ulmus_parvifolia_todd,upt_150,150,9,282.4,52,13,103,,,,,,
ulmus_parvifolia_todd,upt_150,150,10,359.1,44,8,99,,,,,,
ulmus_parvifolia_todd,upt_300,300,1,445.1,71,7,122,,,,,,
ulmus_parvifolia_todd,upt_300,300,2,443.8,52,11,141,,,,,,
ulmus_parvifolia_todd,upt_300,300,3,417.7,63,9,145,,,,,,
ulmus_parvifolia_todd,upt_300,300,4,409,61,8,121,,,,,,
ulmus_parvifolia_todd,upt_75,75,1,350.5,69,10,69,,,,,,
ulmus_parvifolia_todd,upt_75,75,2,350.4,69,7,81,,,,,,
ulmus_parvifolia_todd,upt_75,75,3,308.7,64,6,65,,,,,,
ulmus_parvifolia_todd,upt_75,75,4,271.1,58,9,64,,,,,,
ulmus_parvifolia_todd,upt_75,75,5,315.4,62,7,90,,,,,,
ulmus_parvifolia_todd,upt_75,75,6,346.4,72,10,76,,,,,,
ulmus_parvifolia_todd,upt_75,75,7,341,64,13,88,,,,,,
ulmus_parvifolia_allee,upal_750,750,1,464.3,102,9,184,,,,,,
ulmus_parvifolia_allee,upal_750,750,2,429.7,106,5,172,,,,,,
ulmus_parvifolia_allee,upal_750,750,3,411.2,98,8,200,,,,,,
ulmus_parvifolia_allee,upal_750,750,4,423,84,7,190,,,,,,
ulmus_parvifolia_allee,upal_750,750,5,416.6,95,7,197,,,,,,
ulmus_parvifolia_allee,upal_750,750,6,393.6,102,8,213,,,,,,
ulmus_parvifolia_allee,upal_750,750,7,44.7,109,9,187,,,,,,
ulmus_parvifolia_allee,upal_750,750,8,456.3,63,9,205,,,,,,
ulmus_parvifolia_allee,upal_750,750,9,374,96,6,200,,,,,,
ulmus_parvifolia_allee,upal_750,750,10,402,79,6,210,,,,,,
ulmus_parvifolia_allee,upal_300,300,1,373.5,82,8,171,,,,,,
ulmus_parvifolia_allee,upal_300,300,2,408.4,68,6,148,,,,,,
ulmus_parvifolia_allee,upal_300,300,3,357.4,83,8,112,,,,,,
ulmus_parvifolia_allee,upal_300,300,4,416.1,114,8,163,,,,,,
ulmus_parvifolia_allee,upal_300,300,5,393.2,87,6,174,,,,,,
ulmus_parvifolia_allee,upal_300,300,6,346.3,91,9,143,,,,,,
ulmus_parvifolia_allee,upal_300,300,7,450.7,100,6,170,,,,,,
ulmus_parvifolia_allee,upal_300,300,8,432.6,89,10,168,,,,,,
ulmus_parvifolia_allee,upal_300,300,9,453.9,105,10,178,,,,,,
ulmus_parvifolia_allee,upal_300,300,10,478.1,100,5,139,,,,,,
ulmus_parvifolia_athena,upat_300,300,1,332.8,90,10,130,,,,,,
ulmus_parvifolia_athena,upat_300,300,2,335.8,74,3,129,,,,,,
ulmus_parvifolia_athena,upat_300,300,3,339,74,8,126,,,,,,
ulmus_parvifolia_athena,upat_300,300,4,319.7,73,5,129,,,,,,
ulmus_parvifolia_athena,upat_300,300,5,325.8,68,8,125,,,,,,
ulmus_parvifolia_athena,upat_300,300,6,324.3,82,8,143,,,,,,
ulmus_parvifolia_athena,upat_300,300,7,332.6,64,6,148,,,,,,
ulmus_parvifolia_athena,upat_300,300,8,295.7,91,7,125,,,,,,
ulmus_parvifolia_athena,upat_300,300,9,383.2,79,4,126,,,,,,
ulmus_parvifolia_athena,upat_300,300,10,338.4,85,4,124,,,,,,
ulmus_parvifolia_reflection,upr_150,150,1,332.7,55,6,108,,,,,,
ulmus_parvifolia_reflection,upr_150,150,2,340.8,70,7,122,,,,,,
ulmus_parvifolia_reflection,upr_150,150,3,322,62,8,129,,,,,,
ulmus_parvifolia_reflection,upr_150,150,4,355.3,62,7,142,,,,,,
ulmus_parvifolia_reflection,upr_150,150,5,343.2,56,11,136,,,,,,
ulmus_parvifolia_reflection,upr_150,150,6,350.9,62,12,141,,,,,,
ulmus_parvifolia_reflection,upr_150,150,7,34.4,57,15,143,,,,,,
ulmus_parvifolia_reflection,upr_150,150,8,367.8,53,7,121,,,,,,
ulmus_parvifolia_reflection,upr_150,150,9,328,63,8,144,,,,,,
ulmus_parvifolia_reflection,upr_150,150,10,354,91,13,116,,,,,,
ulmus_parvifolia_reflection,upr_45,45,1,236.7,64,9,60,,,,,,
ulmus_parvifolia_reflection,upr_45,45,2,218.7,61,9,46,,,,,,
ulmus_parvifolia_reflection,upr_45,45,3,306,64,12,116,,,,,,
ulmus_parvifolia_reflection,upr_45,45,4,255.3,65,7,108,,,,,,
ulmus_parvifolia_reflection,upr_45,45,5,261.7,52,8,90,,,,,,
ulmus_parvifolia_reflection,upr_45,45,6,236.3,59,9,50,,,,,,
ulmus_parvifolia_reflection,upr_45,45,7,289.7,65,9,95,,,,,,
ulmus_parvifolia_reflection,upr_45,45,8,233,61,10,68,,,,,,
ulmus_parvifolia_reflection,upr_45,45,9,196.1,58,8,78,,,,,,
ulmus_parvifolia_reflection,upr_45,45,10,215.5,56,7,65,,,,,,
waterhousea_floribunda,wf_45,45,1,170.8,20,16,70,15.3,15.9,20.6,0.15,0.16,0.19
waterhousea_floribunda,wf_45,45,2,159.3,24,6,63,9.3,15,11.5,0.12,0.14,0.07
waterhousea_floribunda,wf_45,45,3,174.5,22,18,62,22,23.9,20.3,0.19,0.23,0.2
waterhousea_floribunda,wf_45,45,4,168.5,22,8,44,6.2,14.1,15.7,0.07,0.13,0.19
waterhousea_floribunda,wf_45,45,5,156.7,8,12,75,11.9,12.2,14.6,0.12,0.11,0.14
waterhousea_floribunda,wf_45,45,6,180.3,16,11,64,20.1,12.9,18.7,0.22,0.13,0.2
waterhousea_floribunda,wf_45,45,7,142.7,18,15,62,14.6,10.1,24.6,0.17,0.08,0.27
waterhousea_floribunda,wf_45,45,8,161.1,23,20,63,17.8,20,19.9,0.21,0.21,0.19
waterhousea_floribunda,wf_45,45,9,141.3,12,10,51,23,21.4,15.9,0.27,0.22,0.17
waterhousea_floribunda,wf_45,45,10,150.3,7,24,73,12.4,17.7,21.5,0.14,0.2,0.25
zelkova_serrata_goldenflame,zsg_45,45,1,232.6,39,3,102,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,2,266,41,5,103,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,3,257.3,62,2,137,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,4,238.2,57,3,86,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,5,296.8,63,8,127,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,6,206.3,43,5,112,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,7,285.4,56,8,81,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,8,249.5,46,8,82,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,9,237.4,44,3,95,,,,,,
zelkova_serrata_goldenflame,zsg_45,45,10,239.6,43,8,132,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,1,367,56,4,23,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,2,372.9,68,8,68,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,3,345.6,92,3,64,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,4,373.6,99,6,42,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,5,313.5,43,4,86,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,6,398.8,53,9,79,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,7,352.8,61,4,70,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,8,390.5,58,11,58,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,9,354.6,63,6,28,,,,,,
zelkova_serrata_greenvase,zsgv_45,45,10,313.4,46,3,83,,,,,,
zelkova_serrata_musashino,zsm_45,45,1,289.8,41,7,55,,,,,,
zelkova_serrata_musashino,zsm_45,45,2,268.2,51,4,48,,,,,,
zelkova_serrata_musashino,zsm_45,45,3,268,39,8,52,,,,,,
zelkova_serrata_musashino,zsm_45,45,4,290.2,44,9,44,,,,,,
zelkova_serrata_musashino,zsm_45,45,5,279,42,7,42,,,,,,
zelkova_serrata_musashino,zsm_45,45,6,314.9,44,5,60,,,,,,
zelkova_serrata_musashino,zsm_45,45,7,272.7,41,10,48,,,,,,
zelkova_serrata_musashino,zsm_45,45,8,257.2,35,4,38,,,,,,
zelkova_serrata_musashino,zsm_45,45,9,287.3,38,9,35,,,,,,
zelkova_serrata_musashino,zsm_45,45,10,311,49,6,41,,,,,,
zelkova_serrata_wireless,zsw_45,45,1,302.9,50,4,47,,,,,,
zelkova_serrata_wireless,zsw_45,45,2,238.5,56,6,87,,,,,,
zelkova_serrata_wireless,zsw_45,45,3,295,42,6,54,,,,,,
zelkova_serrata_wireless,zsw_45,45,4,247,40,4,66,,,,,,
zelkova_serrata_wireless,zsw_45,45,5,293.2,40,7,128,,,,,,
zelkova_serrata_wireless,zsw_45,45,6,278.5,62,4,100,,,,,,
zelkova_serrata_wireless,zsw_45,45,7,282.2,59,6,83,,,,,,
zelkova_serrata_wireless,zsw_45,45,8,289,43,11,68,,,,,,
zelkova_serrata_wireless,zsw_45,45,9,208.3,43,11,44,,,,,,
zelkova_serrata_wireless,zsw_45,45,10,321.7,32,5,120,,,,,,
