batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
AP_27,acer_palmatum,27,1,212.7,14,9,60,12.6,18,28.7,0.061,0.065,0.099
AP_27,acer_palmatum,27,2,234.2,12,7,84,21.7,12.2,11.8,0.124,0.056,0.079
AP_27,acer_palmatum,27,3,221.4,15,6,33,15.6,14.7,16.4,0.071,0.052,0.072
AP_27,acer_palmatum,27,4,228.7,11,8,64,13.6,17.8,12.4,0.056,0.082,0.055
AP_27,acer_palmatum,27,5,209.9,9,4,97,15.5,12.3,13.8,0.06,0.058,0.06
AP_27,acer_palmatum,27,6,203.7,24,6,87,19.7,25.3,21.7,0.11,0.145,0.114
AP_27,acer_palmatum,27,7,201.6,10,5,44,18.8,15.8,17,0.086,0.082,0.088
AP_27,acer_palmatum,27,8,180.5,14,6,105,25.2,23.9,21.3,0.134,0.091,0.084
AP_27,acer_palmatum,27,9,255.7,11,3,76,15.6,15.2,20.2,0.094,0.08,0.089
AP_27,acer_palmatum,27,10,241.4,21,8,47,15.3,16.9,25.6,0.075,0.092,0.136
ARA_45,acer_freemanii_autumnblaze,45,1,283.8,93,3,59,34.7,35.5,75.4,0.21,0.23,0.5
ARA_45,acer_freemanii_autumnblaze,45,2,269.7,72,7,62,59.48,45,58.3,0.36,0.25,0.35
ARA_45,acer_freemanii_autumnblaze,45,3,274.8,47,4,80,40.2,54.2,59.8,0.25,0.28,0.39
ARA_45,acer_freemanii_autumnblaze,45,4,247.5,40,4,87,47.2,47.4,54.2,0.29,0.29,0.38
ARA_45,acer_freemanii_autumnblaze,45,5,257.3,49,5,86,45.6,31.6,39.6,0.29,0.15,0.25
ARA_45,acer_freemanii_autumnblaze,45,6,275.6,74,6,97,43.6,32.8,33.9,0.28,0.21,0.2
ARA_45,acer_freemanii_autumnblaze,45,7,312.8,97,5,70,48.7,32.9,34.1,0.31,0.2,0.2
ARA_45,acer_freemanii_autumnblaze,45,8,280,73,4,53,51.9,52.5,59.8,0.29,0.27,0.38
ARA_45,acer_freemanii_autumnblaze,45,9,300.4,64,6,75,50.1,61.3,46.6,0.27,0.41,0.28
