"nursery","date","species","site","batch_id","batch_id2","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD"
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,21.495,25.795,1.902,40.88349,1.61154796205442,1.65321251377534,0.279210512601395,1.33233744945303,1.41153553220933
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,19.195,28.27,2.501,48.006695,1.68130180818393,1.65321251377534,0.398113691730502,1.28318811645342,1.45132580848952
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,31.66,45.9,2.237,70.82342,1.85017689462297,1.65321251377534,0.34966598409663,1.50051091052634,1.66181268553726
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,27.66,39.15,2.78,76.8948,1.88589697169137,1.65321251377534,0.444044795918076,1.44185217577329,1.59273176639396
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,30.415,33.385,3.148,95.74642,1.98112254448597,1.65321251377534,0.498034723687027,1.48308782079894,1.5235513805695
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,26.84,37.435,2.967,79.63428,1.9011000578138,1.65321251377534,0.472317546316842,1.42878251149695,1.57327783746406
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,33.14,39.595,3.077,101.97178,2.00848000033078,1.65321251377534,0.488127496247458,1.52035250408332,1.59764034730155
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,29.85,36.04,3.459,103.25115,2.01389489747975,1.65321251377534,0.538950562014361,1.47494433546539,1.55678478230703
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,27.95,36.085,3.372,94.2474,1.97426937817515,1.65321251377534,0.527887565952705,1.44638181222244,1.55732670963379
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,28.275,39.87,2.836,80.1879,1.90410884010852,1.65321251377534,0.452706226511029,1.45140261359749,1.60064623566239
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,27.515,41.16,1.986,54.64479,1.73754876130654,1.65321251377534,0.297979244159362,1.43956951714718,1.6144753660904
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,32.34,50.66,2.458,79.49172,1.90032189412082,1.65321251377534,0.390581878550435,1.50974001557038,1.70466518545453
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,37.715,48.605,2.246,84.70789,1.9279238639774,1.65321251377534,0.351409751925439,1.57651411205196,1.68668094746632
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,32.075,44.56,2.36,75.697,1.87907866801707,1.65321251377534,0.372912002970107,1.50616666504697,1.64894518216567
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,32.435,46.48,1.994,64.67539,1.81073905624188,1.65321251377534,0.299725153975637,1.51101390226625,1.66726611938227
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,31.64,53.22,1.994,63.09016,1.79996162880128,1.65321251377534,0.299725153975637,1.50023647482564,1.72607487021537
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,25.555,36.225,2.613,66.775215,1.82461529501858,1.65321251377534,0.417139409727326,1.40747588529126,1.55900839414321
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,23.835,41.715,2.559,60.993765,1.78528544215025,1.65321251377534,0.408070285887185,1.37721515626306,1.62029224791984
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,21.78,25.19,2.887,62.87886,1.79850465930048,1.65321251377534,0.46044678388072,1.33805787541976,1.40122816749811
