"species","nursery","date","batch_id","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD","climate_region","genus_species","variety","origin","leaf_type"
"acer_freemanii","freshford","2016-11-01","AF_20",20,19.47,21.07,2.277,44.33319,1.64672898213517,1.30102999566398,0.357363030615143,1.28936595152003,1.3236645356081,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_100",100,35.48,37.895,3.324,117.93552,2.07164462627176,2,0.521661015112073,1.54998361115969,1.57858191140187,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,25.75,35.2,2.885,74.28875,1.87092305086896,1.54406804435028,0.46014581749175,1.41077723337721,1.54654266347813,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,25.665,29.42,2.938,75.40377,1.87739306005102,1.60205999132796,0.468051791454238,1.40934126859678,1.46864266839151,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,25.705,32.98,2.97,76.34385,1.88277405752027,1.60205999132796,0.472756449317212,1.41001760820305,1.5182506513085,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_100",100,33.3,38.25,3.04,101.232,2.00531781711507,2,0.482873583608754,1.52244423350632,1.58263143948964,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,25.755,29.035,2.605,67.091775,1.82666928185214,1.60205999132796,0.415807727635543,1.4108615542166,1.46292183036934,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,26.115,32.57,2.757,71.999055,1.85732679627879,1.60205999132796,0.440436766105774,1.41689003017301,1.51281775856487,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,18.685,21.46,2.411,45.049535,1.65369031256311,1.30102999566398,0.382197210377454,1.27149310218566,1.33162971762993,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,19.175,23.325,2.297,44.044975,1.64389636781604,1.30102999566398,0.361160995195026,1.28273537262102,1.36782165241854,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,27.845,44.94,3.24,90.2178,1.95529223243239,1.54406804435028,0.510545010206612,1.44474722222578,1.65263306808311,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,28.335,34.005,3.458,97.98243,1.99114820591542,1.54406804435028,0.538824988937904,1.45232321697751,1.5315427791822,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,28.395,35.165,2.888,82.00476,1.91383906191708,1.54406804435028,0.460597188897601,1.45324187301948,1.54611062174942,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,21.14,25.325,2.468,52.17352,1.71745013833261,1.60205999132796,0.392345155361204,1.32510498297141,1.40354945403232,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,19.52,21.23,2.416,47.16032,1.67357674327977,1.30102999566398,0.383096929949094,1.29047981333067,1.326949994166,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_100",100,35.72,40.17,3.235,115.5542,2.06278573522123,2,0.509874285004719,1.55291145021651,1.60390183173167,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_100",100,35.825,40.1,3.136,112.3472,2.05056225308178,2,0.496376054012401,1.55418619906938,1.60314437262018,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_100",100,36.1,35.81,3.154,113.8594,2.05636889089854,2,0.498861688992884,1.55750720190566,1.5540043210119,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,22.37,26.815,2.736,61.20432,1.78678207714471,1.60205999132796,0.437116093048079,1.34966598409663,1.42837780129909,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,26.19,34.325,3.129,81.94851,1.91354106157143,1.54406804435028,0.495405563146193,1.41813549842523,1.53561054590879,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,26.32,31.655,3.244,85.38208,1.93136673048104,1.54406804435028,0.511080845539118,1.42028588494192,1.50044231785749,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_40",40,21.115,30.135,2.453,51.795095,1.71428863396731,1.60205999132796,0.389697548206386,1.32459108576093,1.47907119580393,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,18.845,23.245,2.387,44.983015,1.65304856079238,1.30102999566398,0.377852419006755,1.27519614178562,1.36632955051911,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,27.245,35.07,3.175,86.502875,1.93703054186812,1.54406804435028,0.501743729627994,1.43528681224013,1.5449357658815,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,28.19,34.14,3.094,87.21986,1.94061538523495,1.54406804435028,0.490520309363349,1.4500950758716,1.53326351677871,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,19.535,21.1,2.283,44.598405,1.64931932705104,1.30102999566398,0.358505911490235,1.2908134155608,1.32428245529769,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,18.39,22.17,2.038,37.47882,1.57378590890849,1.30102999566398,0.309204179670408,1.26458172923808,1.34576569311449,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","cleveland","2016-11-04","AF_35",35,28.845,38.095,2.997,86.448465,1.93675728623981,1.54406804435028,0.476686742945645,1.46007054329416,1.58086797790903,"South Australia","acer_freemanii",NA,"non-native","deciduous"
"acer_freemanii","freshford","2016-11-01","AF_20",20,19.53,20.95,2.363,46.14939,1.66416596492022,1.30102999566398,0.373463721632369,1.29070224328785,1.32118402730231,"South Australia","acer_freemanii",NA,"non-native","deciduous"
