"batch_id","species","volume","treenumb","canopy_top","canopy_bottom","crownlength","branchper30","maxbranchradius","nursery","climate_region"
"sa_75","syzygium_australe_bigred",30,1,128.7,54,74.7,34,10,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,2,155,77,78,45,8,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,3,147.1,64,83.1,52,6,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,4,155.3,50,105.3,62,7,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,5,157.1,64,93.1,43,11,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,6,140.3,47,93.3,34,10,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,7,159.3,49,110.3,53,6,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,8,156,41,115,52,6,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,9,116.1,52,64.1,27,10,"darwin plant wholesalers","Northern Territory"
"sa_75","syzygium_australe_bigred",30,10,148.4,48,100.4,54,5,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,1,282.4,113,169.4,85,5,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,2,320.6,76,244.6,60,6,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,3,202.9,59,143.9,53,2,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,4,213.4,82,131.4,80,5,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,5,154.5,93,61.5,88,3,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,6,232.3,64,168.3,55,3,"darwin plant wholesalers","Northern Territory"
"sc_72","syzygium_cunninghamiana",20,7,299.7,55,244.7,80,2,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,1,207.1,138,69.1,1,53,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,2,215.9,107,108.9,4,38,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,3,217.8,167,50.8,4,30,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,4,294.8,113,181.8,3,63,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,5,217,118,99,5,45,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,6,217.5,101,116.5,4,50,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,7,212.4,124,88.4,3,84,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,8,190.4,147,43.4,5,58,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,9,199.6,134,65.6,2,47,"darwin plant wholesalers","Northern Territory"
"tm_75","terminalia_microcarpa",20,10,181.8,131,50.8,3,41,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,1,119.4,49,70.4,14,17,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,2,133.1,50,83.1,5,25,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,3,148.2,52,96.2,7,24,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,4,139.4,64,75.4,12,15,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,5,154.8,48,106.8,7,27,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,6,86.5,20,66.5,7,18,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,7,120.5,44,76.5,4,29,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,8,120.2,18,102.2,7,32,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,9,143.9,49,94.9,7,17,"darwin plant wholesalers","Northern Territory"
"xc_72","xanthostemon_chrysanthus",20,10,102,3,99,1,23,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,1,273.4,169,104.4,3,55,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,2,247.5,153,94.5,3,96,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,3,272.3,150,122.3,3,63,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,4,271.6,154,117.6,8,56,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,5,297.5,166,131.5,2,93,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,6,260.6,157,103.6,3,68,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,7,272.7,181,91.7,5,38,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,8,261.6,130,131.6,3,75,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,9,297.1,160,137.1,4,105,"darwin plant wholesalers","Northern Territory"
"dr_tb","delonix_regia",100,10,297.4,182,115.4,4,95,"darwin plant wholesalers","Northern Territory"
"12973","agonis_flexuosa",35,1,140,44,96,2,54,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,2,141.9,15,126.9,9,72,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,3,108.6,20,88.6,7,108,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,4,131.2,35,96.2,6,110,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,5,115,22,93,8,64,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,6,166.1,15,151.1,6,86,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,7,152.4,22,130.4,11,80,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,8,115.3,24,91.3,10,70,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,9,123.4,18,105.4,6,83,"ellenby tree farm","Western Australia"
"12973","agonis_flexuosa",35,10,190.5,31,159.5,7,56,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,1,119.5,5,114.5,14,62,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,2,152.7,7,145.7,11,75,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,3,127.5,17,110.5,7,73,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,4,170.5,21,149.5,7,90,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,5,217.6,26,191.6,12,84,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,6,151,14,137,11,77,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,7,165.9,13,152.9,11,79,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,8,179.8,2,177.8,9,60,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,9,145.2,16,129.2,9,89,"ellenby tree farm","Western Australia"
"14192","agonis_flexuosa",75,10,156.1,18,138.1,12,82,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,1,199,33,166,6,99,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,2,176.7,30,146.7,8,94,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,3,188.7,40,148.7,4,98,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,4,261.2,47,214.2,5,119,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,5,175.8,32,143.8,5,64,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,6,185.4,28,157.4,7,84,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,7,193.1,28,165.1,7,88,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,8,186.3,39,147.3,5,134,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,9,198.5,33,165.5,3,92,"ellenby tree farm","Western Australia"
"13705","agonis_flexuosa",150,10,202.7,36,166.7,6,71,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,1,269,92,177,6,179,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,2,234.3,62,172.3,9,127,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,3,229.4,55,174.4,6,158,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,4,315.7,44,271.7,8,132,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,5,249.8,52,197.8,5,132,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,6,270.7,65,205.7,7,131,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,7,306.5,46,260.5,8,120,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,8,300.7,52,248.7,8,183,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,9,326.3,114,212.3,3,171,"ellenby tree farm","Western Australia"
"13765","agonis_flexuosa",300,10,354.6,85,269.6,2,223,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,1,403,164,239,7,210,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,2,428.5,84,344.5,3,149,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,3,402.7,95,307.7,2,188,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,4,422.5,114,308.5,1,215,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,5,483.4,184,299.4,3,141,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,6,389.6,117,272.6,3,138,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,7,453.7,103,350.7,3,140,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,8,534,185,349,3,118,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,9,422.7,123,299.7,2,154,"ellenby tree farm","Western Australia"
"11980","agonis_flexuosa",500,10,472.4,172,300.4,3,157,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,1,226.3,46,180.3,7,86,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,2,257.5,50,207.5,10,76,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,3,231.4,59,172.4,5,72,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,4,216.5,42,174.5,10,77,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,5,238,45,193,9,70,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,6,225.5,46,179.5,10,84,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,7,207.5,71,136.5,8,71,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,8,244.5,51,193.5,10,77,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,9,198.6,40,158.6,11,73,"ellenby tree farm","Western Australia"
"14195","angophora_costata",100,10,212.6,47,165.6,9,74,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,1,321.1,101,220.1,6,86,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,2,267.5,124,143.5,6,60,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,3,274.3,108,166.3,7,90,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,4,263.5,115,148.5,6,61,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,5,260.3,96,164.3,5,79,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,6,223.8,71,152.8,3,85,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,7,296.5,105,191.5,6,70,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,8,320.6,104,216.6,7,82,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,9,309.4,105,204.4,7,63,"ellenby tree farm","Western Australia"
"13655","angophora_costata",150,10,275.4,60,215.4,6,92,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,1,189.1,40,149.1,18,58,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,2,133.4,38,95.4,16,53,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,3,119.6,36,83.6,20,51,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,4,121.6,30,91.6,15,52,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,5,111.9,31,80.9,12,52,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,6,127.2,32,95.2,19,56,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,7,113.3,30,83.3,17,54,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,8,127,33,94,16,53,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,9,139.2,35,104.2,15,59,"ellenby tree farm","Western Australia"
"13097","araucaria_heterophylla",75,10,135.2,33,102.2,15,40,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,1,393.3,121,272.3,9,135,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,2,308.9,139,169.9,10,136,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,3,349.1,119,230.1,13,113,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,4,321.7,117,204.7,19,114,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,5,350.2,123,227.2,11,100,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,6,432.5,123,309.5,10,137,"ellenby tree farm","Western Australia"
"13763","araucaria_heterophylla",500,7,425.5,126,299.5,11,98,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,1,435.7,160,275.7,10,110,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,2,411.3,162,249.3,11,181,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,3,388.8,176,212.8,10,149,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,4,478.6,162,316.6,4,163,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,5,562,181,381,13,170,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,6,493.4,171,322.4,10,159,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,7,487.6,148,339.6,12,125,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,8,389.2,72,317.2,10,123,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,9,436.4,197,239.4,13,187,"ellenby tree farm","Western Australia"
"14717","araucaria_heterophylla",1000,10,569,157,412,10,147,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,1,165.7,33,132.7,3,47,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,2,231.5,0,231.5,0,11,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,3,233.5,105,128.5,2,29,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,4,228.5,114,114.5,8,23,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,5,222.4,20,202.4,4,32,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,6,257.6,10,247.6,7,32,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,7,259.9,63,196.9,4,27,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,8,207.7,133,74.7,12,34,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,9,236.6,7,229.6,5,30,"ellenby tree farm","Western Australia"
"14727","banksia_integrifolia",75,10,171.6,100,71.6,12,33,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,1,329,137,192,3,51,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,2,379.8,116,263.8,8,96,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,3,376.2,104,272.2,3,51,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,4,290.4,102,188.4,16,60,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,5,309.6,124,185.6,4,77,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,6,255.9,99,156.9,12,72,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,7,187.2,100,87.2,4,72,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,8,220.4,93,127.4,2,83,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,9,319.3,112,207.3,16,46,"ellenby tree farm","Western Australia"
"13767","banksia_integrifolia",150,10,250.4,99,151.4,18,85,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,1,168,16,152,7,33,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,2,125.2,22,103.2,7,36,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,3,164.8,22,142.8,9,38,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,4,123,25,98,7,33,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,5,133.2,10,123.2,4,55,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,6,117.5,37,80.5,5,62,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,7,127,23,104,6,48,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,8,102.5,14,88.5,5,46,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,9,157.6,23,134.6,8,47,"ellenby tree farm","Western Australia"
"12713","callistemon_kingsparkspecial",35,10,126.3,20,106.3,6,49,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,1,149,25,124,6,74,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,2,155.5,27,128.5,7,81,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,3,192,25,167,11,63,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,4,178.4,37,141.4,11,76,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,5,174.4,24,150.4,6,79,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,6,178.3,28,150.3,5,76,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,7,169.9,18,151.9,6,64,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,8,187.8,17,170.8,13,82,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,9,172.6,16,156.6,9,64,"ellenby tree farm","Western Australia"
"13526","callistemon_kingsparkspecial",75,10,184.5,19,165.5,4,70,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,1,248.8,124,124.8,11,68,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,2,281.8,132,149.8,8,62,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,3,264,111,153,7,89,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,4,253.7,111,142.7,5,60,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,5,225,93,132,8,70,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,6,272.3,97,175.3,4,95,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,7,268.2,107,161.2,6,72,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,8,254.3,111,143.3,7,98,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,9,279.6,145,134.6,10,70,"ellenby tree farm","Western Australia"
"12430","callistemon_kingsparkspecial",150,10,295.5,108,187.5,6,96,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,1,308.3,125,183.3,7,103,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,2,292.5,135,157.5,8,139,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,3,302,130,172,3,141,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,4,318.5,153,165.5,7,106,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,5,333.3,128,205.3,5,109,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,6,329.9,138,191.9,5,84,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,7,319.6,159,160.6,7,110,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,8,330.6,145,185.6,5,143,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,9,308.8,152,156.8,5,92,"ellenby tree farm","Western Australia"
"12326","callistemon_kingsparkspecial",300,10,309.8,154,155.8,10,131,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,1,140,39,101,7,59,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,2,157.8,38,119.8,7,56,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,3,152,57,95,9,39,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,4,129.1,60,69.1,4,54,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,5,159.2,71,88.2,8,43,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,6,145.5,57,88.5,9,55,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,7,159.4,39,120.4,4,53,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,8,139.4,63,76.4,8,66,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,9,128.8,46,82.8,9,47,"ellenby tree farm","Western Australia"
"14282","corymbia_citriodora",75,10,127.5,45,82.5,8,52,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,1,179.7,38,141.7,7,57,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,2,171.1,27,144.1,7,72,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,3,205.7,36,169.7,7,73,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,4,223.9,39,184.9,8,92,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,5,195.5,32,163.5,6,74,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,6,195.5,37,158.5,12,57,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,7,181.4,51,130.4,10,58,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,8,193.6,65,128.6,9,78,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,9,159.5,43,116.5,14,62,"ellenby tree farm","Western Australia"
"12908","corymbia_citriodora",150,10,177,33,144,9,71,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,1,281.9,70,211.9,2,151,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,2,252.3,80,172.3,1,125,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,3,259.1,97,162.1,1,115,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,4,263,115,148,2,142,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,5,240.7,100,140.7,3,94,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,6,181,60,121,2,109,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,7,239.4,115,124.4,6,110,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,8,228.6,100,128.6,5,111,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,9,238.5,60,178.5,2,105,"ellenby tree farm","Western Australia"
"14713","corymbia_ficifolia",1000,10,274.6,100,174.6,6,130,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,1,213.8,28,185.8,6,60,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,2,208.7,19,189.7,4,63,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,3,212.3,14,198.3,7,71,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,4,154.6,20,134.6,5,67,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,5,252,27,225,7,84,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,6,199.7,31,168.7,4,74,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,7,205.8,25,180.8,3,81,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,8,207.8,15,192.8,4,80,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,9,218.6,22,196.6,7,60,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",45,10,224,25,199,6,52,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,1,188.3,41,147.3,7,77,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,2,200.2,23,177.2,7,71,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,3,192.2,18,174.2,6,63,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,4,202.4,22,180.4,6,59,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,5,183.8,13,170.8,5,80,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,6,212.9,21,191.9,6,50,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,7,215.6,33,182.6,4,51,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,8,211,32,179,6,71,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,9,211.6,9,202.6,6,68,"ellenby tree farm","Western Australia"
"14915","corymbia_maculata",65,10,206.6,32,174.6,2,53,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,1,276.7,66,210.7,6,71,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,2,254.5,64,190.5,5,61,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,3,285.4,54,231.4,8,98,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,4,245.7,48,197.7,4,63,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,5,292.8,62,230.8,5,59,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,6,260.1,53,207.1,6,66,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,7,260.2,53,207.2,6,74,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,8,276.9,54,222.9,5,78,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,9,327.7,74,253.7,5,68,"ellenby tree farm","Western Australia"
"14193","corymbia_maculata",100,10,287.7,81,206.7,6,77,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,1,349.5,81,268.5,6,67,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,2,408.7,85,323.7,4,85,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,3,313.6,75,238.6,4,74,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,4,366.5,84,282.5,3,79,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,5,412.5,75,337.5,5,73,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,6,367,91,276,5,66,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,7,329.7,78,251.7,6,76,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,8,369.8,78,291.8,4,77,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,9,447.3,79,368.3,4,85,"ellenby tree farm","Western Australia"
"14109","corymbia_maculata",200,10,364.7,96,268.7,5,68,"ellenby tree farm","Western Australia"
"14094","corymbia_maculata",400,1,502.7,86,416.7,3,105,"ellenby tree farm","Western Australia"
"14094","corymbia_maculata",400,2,474.4,93,381.4,3,106,"ellenby tree farm","Western Australia"
"14094","corymbia_maculata",400,3,573.3,69,504.3,2,125,"ellenby tree farm","Western Australia"
"14094","corymbia_maculata",400,4,492,91,401,2,77,"ellenby tree farm","Western Australia"
